,store_name,address,tel,category,star,detail,visit_review,blog_review,image
468,None,None,None,None,None,None,None,None,None
469,꿈꾸는다락방,대구 북구 대학로23길 25 2층 꿈꾸는다락방,053-939-6567,"카페,디저트",4.67,None,92,118,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MDhfMjI2%2FMDAxNjU0Njk1NDY3MDI3.JOb3rY8sYo3kvutOp0opQEJ7ggnfPt-10rN4qrhF7Vkg.dAzUAHJoN-MV-en1Ck5k1XWrUTH1seyIfU-RQMmWs2Mg.JPEG.rnjsrlgy96%2F20220526%25A3%25DF152857.jpg
470,None,None,None,None,None,None,None,None,None
471,None,None,None,None,None,None,None,None,None
472,None,None,None,None,None,None,None,None,None
473,신전떡볶이 만촌점,대구 수성구 달구벌대로526안길 14,053-759-6339,분식,4.56,수성대학교앞 신전떡볶이만촌점입니다..,52,8,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220516_210%2F16526784942613gcgl_JPEG%2F20220516_130920.jpg
474,의성반점,대구 달서구 당산로24길 33,053-656-1788,중식당,4.6,None,24,7,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200905_167%2F1599303994671qvBS2_JPEG%2FRMYZBOJHDZd95WZcZtubAuAt.jpg
475,None,None,None,None,None,None,None,None,None
476,None,None,None,None,None,None,None,None,None
477,None,None,None,None,None,None,None,None,None
478,호수농원,대구 달성군 다사읍 다사로 622,053-591-5335,한식,None,"호수농원 농촌체험장 입니다
김치담기체험
블루베리케잌만들기체험
블루베리쨈만들기체험
블루베리따기체험
다양하게 있습니다.",9,136,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210809_145%2F1628473868583A71ln_JPEG%2Fx53JDXfSJOm9DxMsO1uE1UD9.jpg
479,신열열짬뽕,대구 수성구 달구벌대로627길 6-23,0507-1446-8931,중식당,4.59,None,120,55,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180515_180%2F1526354954401b8G4A_JPEG%2FVMaJ_7fhyhau_7e036IAuZjd.jpg
480,후라이드참잘하는집 본리점,대구 달서구 학산로7길 79 1층,053-637-9299,"치킨,닭강정",4.61,"후라이드참잘하는집 본리점 입니다.
항상 좋은 맛과 친절함을 드리기 위해 많은 노력을 하고 있습니다.

앞으로도 고객님들의 관심과 사랑에 보답하기 위해
더 좋은 맛과 서비스를 제공해드릴 것을 약속드리며
최상의 맛과 친절함을 드리는 후라이드참잘하는집이 되겠습니다.

감사합니다!",291,33,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220425_262%2F1650869847878cG2uA_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA-0425-%25BF%25CF%25BC%25BA2-08.jpg
481,또래오래 현풍점,대구 달성군 현풍읍 테크노상업로 48 동신빌딩 9층,050-4566-8963,"치킨,닭강정",4.6,None,28,2,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200219_170%2F1582095997571kSzXH_JPEG%2FDfptc40421UmdhRpqEyvRqk2.jpg
482,None,None,None,None,None,None,None,None,None
483,CGV 대구수성,대구 수성구 지범로 191 동아백화점 수성점,1544-1122,영화관,4.55,"주차요금: 영화고객 3시간 무료 주차(이후 30분:1000원 이후로 10분당 500원 입니다.
백화점 지하 3, 4, 5층 과 바로 옆 별관 주차장 이용
별관 주차장 포함하여 500여대 동시 주차 가능",537,188,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190909_31%2F1568029121469QDD5m_JPEG%2FNTQ2FVPVimOAvhpsv4omETX-.jpg
484,마산아구찜 진천점,대구 달서구 상화북로 63,053-636-5982,"아귀찜,해물찜",4.48,None,31,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200112_183%2F1578840087216uFGbH_JPEG%2FknI0T9o9MxS3Kc8vl1NqUueW.jpg
485,땅땅치킨 매호점,대구 수성구 달구벌대로641길 21,053-794-9949,"치킨,닭강정",4.49,None,113,9,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220705_200%2F1656995766997xbIyK_PNG%2F220615_________________________________________________________.png
486,쪽신치왕 쪽갈비,대구 달서구 진천로16길 39 진천맛타운 1층,0507-1303-9282,"육류,고기요리",4.64,"반갑습니다^^
진천네거리 부근의 '진천맛타운'에 위차하고 있으며
최애 맛집이 되고픈 쪽신치왕 쪽갈비입니다

불맛이 확
호불호 실패 없는 선택
밥 반찬, 야식, 술 안주로의 힐링 타임

단골 손님이 되실 수 있도록 맛있게 정성껏 준비하겠습니다
감사합니다!^^",46,10,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180724_29%2F1532419842312N3m5n_JPEG%2FOTKhfHYp4y7QKpkH7-ZUSdGS.jpg
487,나드리김밥천국송현점,대구 달서구 송현로 103,053-636-5292,분식,4.4,"나드리김밥은 옛 우리 어머니의 마음으로 믿을 수 있는 먹거리를, 처음 그 마음으로 정성을 다해 만들겠습니다.",76,1,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180122_26%2F151660165160973mAY_JPEG%2FERMdKhfNRHm3GE4UG9aA55Ix.jpg
488,None,None,None,None,None,None,None,None,None
489,옛날국숫집,대구 중구 중앙대로 439-1,053-256-1221,국수,4.33,"국수 전문점. 부담없는 가격에 많은 양의 국수를 먹을 수 있는 곳. 국수와 비빔밥이 주메뉴이고 석쇠불고기, 막회 등도 판매하고 있다. 노인분들이 주고객층이여서 가격이 저렴하고 양이 많다.",47,52,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200502_202%2F1588393330660GWFwK_JPEG%2FQy6yWrcX6thKAMr1LWNrJAkq.jpg
490,야야국수다,대구 북구 노원로 187,053-357-8887,국수,None,None,5,1,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1137975594%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065176293%26md%3DIwEeG%252FafOJQv%252BvOLfrkzWtmS1cI%253D
491,본죽&비빔밥cafe 대구달서구청점,대구 달서구 학산로7길 5,053-636-6287,죽,4.38,"최고의 서비스와 최상의 맛으로 고객여러분께 다가가는 본죽&비빔밥 cafe 대구달서구청점 입니다. 본죽 & 비빔밥 cafe는 신선한 재료만을 엄선하여 자연의 맛을 선사하는 웰빙밸런스푸드 본비빔밥과한그릇 한그릇에 정성을 담은 웰빙슬로우푸드 본죽을 함께 즐길 수 있는 cafe형 매장입니다.다양한 메뉴로 누구나 즐길 수 있는 행복한 외식 문화 공간,본죽 & 비빔밥 cafe이 소중한 분들과의 즐거운",246,3,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220628_291%2F1656371086356apAAw_JPEG%2F2206_%25BB%25EF%25BB%25F6%25C0%25E5_%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA.jpg
492,학정동민지네산오징어,대구 북구 태암로 14,053-311-8218,생선회,4.34,None,41,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16073143%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065188792%26md%3DYeKzNasxLBR2dAVphcRXiepAm10%253D
493,원조야로국밥,대구 달서구 구마로26길 12,053-526-5877,국밥,None,None,4,7,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200107_150%2F1578350810158pA04C_JPEG%2Fm38RXljhtVL4qlG-48onv1R0.jpg
494,None,None,None,None,None,None,None,None,None
495,None,None,None,None,None,None,None,None,None
496,None,None,None,None,None,None,None,None,None
497,까치분식,대구 달성군 옥포읍 비슬로 2202,053-614-9612,한식,None,None,2,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200426_148%2F1587912078269NtA0D_JPEG%2Fdht7DxkVmvVn8oka6OPQR5m5.jpg
498,칼디커피익스프레스,대구 북구 경대로7길 35,053-959-6741,카페,4.37,맛있는 커피 부담없는 가격에 편안하게 오셔서 드시고 가세요!!^^,61,1,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200113_210%2F1578880277595YJCwD_JPEG%2FSkibxOZlEvQ0S3N8xZOrxcCM.jpg
499,영창반점,대구 동구 효목로1길 12,053-743-8150,중식당,4.34,None,82,28,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200212_175%2F1581487182544bSUpO_JPEG%2F72gKFE8dKBA52rY0DgAVlJ1s.jpg
500,None,None,None,None,None,None,None,None,None
501,None,None,None,None,None,None,None,None,None
502,None,None,None,None,None,None,None,None,None
503,None,None,None,None,None,None,None,None,None
504,소문난옛날손쌀찐빵만두,대구 달성군 가창면 가창로 1055,None,만두,4,None,54,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200613_28%2F15920146077642eCPP_JPEG%2FOysOji-_hDBPDDqpKgZ9sY1O.jpg
505,None,None,None,None,None,None,None,None,None
506,None,None,None,None,None,None,None,None,None
507,미소식당,대구 동구 경대로 130,None,한식,None,None,13,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200822_68%2F1598058682037cFxKe_JPEG%2FT4X0MCGqjf4J4mChJGdieeZq.jpg
508,소담국수,대구 북구 대천로17길 10 (동천동),None,국수,None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1781277160%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065255750%26md%3D%252BB%252BBIBe1%252B%252FTIB%252F%252BNrS9ht8IINL0%253D
509,None,None,None,None,None,None,None,None,None
510,안주의신 본점,대구 동구 효신로 39,053-746-9997,술집,4.79,None,39,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAxMjhfMjE1%2FMDAxNjQzMzY4NDYzNTg2.UStmUZcIgfppcsUiNDJc4jHyL5e240Xdyzal63gFRUgg.MHxrUcoVfK-ueTwOez3gZbXOxfK11HGZHwzUtJ7B20Qg.JPEG.n50665%2FIMG_5708.jpg
511,서울반점,대구 서구 고성로 46,053-355-3551,중식당,4,None,14,2,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA5MjZfNDQg%2FMDAxNjAxMDQ3Njg3NDE0.5znFE4GBhaIgb23GvHglm8lBdp-OBiaXYkiCofDoia0g.ty7olYPtuXhbZ50mM3761yPonyc_pfbYgCt0oB3AMdcg.JPEG.bihhappy%2FP20200915_120303267_C59C1589-B5A1-40C3-94C9-73282780FB13.jpg
512,None,None,None,None,None,None,None,None,None
513,None,None,None,None,None,None,None,None,None
514,None,None,None,None,None,None,None,None,None
515,None,None,None,None,None,None,None,None,None
516,한우리숯불갈비,대구 동구 과학로2길 3-8,053-941-5500,"육류,고기요리",4.76,"안녕하십니까? 수제갈비 전문점, 한우리숯불갈비입니다

한우리 대표메뉴는 직접 개발한 양념장에 직접 따온 솔잎과 함께 숙성시킨 수제 솔잎 돼지갈비 입니다. 
또다른 대표메뉴로는 달인 잔치국수는 SBS 생활의 달인에 출연하여
인정받은 국수로 매일 직접 육수를 뽑고 있습니다.

기본 양념, 찬가지, 반찬 등 직접 만들며 자부심을 가지고 만들고 있습니다. 

한우리는 믿고 드실 수 있는 건강한 먹거리를 손님 상에 드립니다.

찾아주셔서 감사합니다.",244,51,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181126_146%2F1543198558292oSCA4_JPEG%2FpccoloHjIYVq4Sno_mQLbp8g.jpeg.jpg
517,None,None,None,None,None,None,None,None,None
518,종국이두마리치킨 장기점,대구 달서구 장기로 249,053-521-3721,"치킨,닭강정",4.2,None,32,3,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200614_269%2F15921201757556lsUH_JPEG%2FzPoSS12ZEt-btbV7m45bjqAm.jpg
519,상주식당,대구 서구 당산로51길 35,None,한식,None,None,4,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1881136650%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065303201%26md%3DbUnHU2I497ubxeIBR8%252Bv2rYryGM%253D
520,None,None,None,None,None,None,None,None,None
521,None,None,None,None,None,None,None,None,None
522,할리스 대구봉무공원점,대구 동구 단산길 4,053-984-3001,카페,4.45,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 ‘커피의 즐거움’입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.",646,67,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg
523,None,None,None,None,None,None,None,None,None
524,대동반점,대구 북구 대현남로 49,053-959-4979,중식당,4.34,얼큰한 해물짬뽕으로 유명한 중화요리 전문점입니다. 대현휴먼시아 아파트 맞은편에 위치한 소박한 분위기의 식당인데요. 해물과 야채가 들어간 빨간 국물의 짬뽕이 대표메뉴로 진한 국물이 인상적이지요.,730,420,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjhfMTUz%2FMDAxNjU2NDAyMDMxMTU4.Elp_KsYXC1f5m1dfhCuqQGk0yFCtzToVvuY6-AJ4Z7sg.Jp8oxhlW25RdpCDTtwbPwi7Xx7bKgVUI0iXYDm7WgjIg.JPEG.blossomtori%2F1656402015548.jpg
525,None,None,None,None,None,None,None,None,None
526,None,None,None,None,None,None,None,None,None
527,영덕횟집,대구 수성구 국채보상로162길 44,0507-1304-4752,생선회,4.48,합리적인 가격으로 자연산 회와 아귀요리를 즐길 수 있는 곳. 신선한 해산물을 사용하여 그 맛도 뛰어나다. 살이 실하여 식감이 좋은 아귀수육이 인기메뉴.,124,99,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210903_11%2F16306288967111u77E_JPEG%2FXXJaVjWOgo1nrMWilc60D2XU.jpg
528,None,None,None,None,None,None,None,None,None
529,None,None,None,None,None,None,None,None,None
530,None,None,None,None,None,None,None,None,None
531,대박식당,경북 성주군 선남면 선노로 538,None,한식,None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F664040988%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065353083%26md%3DJFFmBeVMlwcaInAJ8KeArdIGebs%253D
532,None,None,None,None,None,None,None,None,None
533,호산정식당,대구 북구 대구체육관로 47-1,053-958-6591,한식,None,None,2,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16132133%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065360655%26md%3DTlOuYN9mEbhLL2M%252FTdEM6ytOOa8%253D
534,None,None,None,None,None,None,None,None,None
535,침산떡방앗간,대구 북구 성북로5길 4-1,None,방앗간,None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1801200401%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065370846%26md%3DNENJUSW2R8FOxjnvuAv9fGSMSjk%253D
536,None,None,None,None,None,None,None,None,None
537,None,None,None,None,None,None,None,None,None
538,None,None,None,None,None,None,None,None,None
539,고봉민김밥인 대구관음점,대구 북구 칠곡중앙대로 459,053-323-4888,분식,4.31,"간편해도 간소하진 않아야 하니까,
김밥은 역시, 고봉민김밥인.

바쁜 일상에서 간편하게 즐기는 김밥 한 줄,
더하거나 빼지 않아도 한 입에 먹기 편한 김밥 하나.
그러나 그 하나에 고봉민김밥인이 담은 정성은 결코 간단하지 않습니다.

잘 차려진 밥상의 따끈한 밥과 맛깔나는 반찬을 함께 먹는 한입과
국내 청정지역 김에 고슬고슬하게 지은 밥, 다채로운 재료로 채워 만든 고봉민김밥인의 김밥 한 입은 다를 바가 없기 때문입니다.
고봉민김밥인은 자연의 맛을 간직한 좋은 재료로 믿고 먹을 수 있는 안전하고 정직한 먹거리만을 만듭니다.",456,12,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_87%2F16448042313851HqxD_PNG%2F%25C0%25DA%25BB%25EA_1.png
540,고봉민김밥인 대구율하점,대구 동구 안심로22길 46,053-965-8838,분식,4.59,"간편해도 간소하진 않아야 하니까,
김밥은 역시, 고봉민김밥인.

바쁜 일상에서 간편하게 즐기는 김밥 한 줄,
더하거나 빼지 않아도 한 입에 먹기 편한 김밥 하나.
그러나 그 하나에 고봉민김밥인이 담은 정성은 결코 간단하지 않습니다.

잘 차려진 밥상의 따끈한 밥과 맛깔나는 반찬을 함께 먹는 한입과
국내 청정지역 김에 고슬고슬하게 지은 밥, 다채로운 재료로 채워 만든 고봉민김밥인의 김밥 한 입은 다를 바가 없기 때문입니다.
고봉민김밥인은 자연의 맛을 간직한 좋은 재료로 믿고 먹을 수 있는 안전하고 정직한 먹거리만을 만듭니다.",346,8,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_87%2F16448042313851HqxD_PNG%2F%25C0%25DA%25BB%25EA_1.png
541,고봉민김밥인 대구세천점,대구 달성군 다사읍 세천로 160,053-593-0006,분식,4.51,"간편해도 간소하진 않아야 하니까,
김밥은 역시, 고봉민김밥인.

바쁜 일상에서 간편하게 즐기는 김밥 한 줄,
더하거나 빼지 않아도 한 입에 먹기 편한 김밥 하나.
그러나 그 하나에 고봉민김밥인이 담은 정성은 결코 간단하지 않습니다.

잘 차려진 밥상의 따끈한 밥과 맛깔나는 반찬을 함께 먹는 한입과
국내 청정지역 김에 고슬고슬하게 지은 밥, 다채로운 재료로 채워 만든 고봉민김밥인의 김밥 한 입은 다를 바가 없기 때문입니다.
고봉민김밥인은 자연의 맛을 간직한 좋은 재료로 믿고 먹을 수 있는 안전하고 정직한 먹거리만을 만듭니다.",193,2,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_87%2F16448042313851HqxD_PNG%2F%25C0%25DA%25BB%25EA_1.png
542,나드리김밥 월배시장점,대구 달서구 월배로 114,053-633-6504,분식,4.32,"나드리김밥은 옛 우리 어머니의 마음으로 믿을 수 있는 먹거리를, 처음 그 마음으로 정성을 다해 만들겠습니다.",385,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180122_26%2F151660165160973mAY_JPEG%2FERMdKhfNRHm3GE4UG9aA55Ix.jpg
543,None,None,None,None,None,None,None,None,None
544,두낫디스터브 비슬산,대구 달성군 유가읍 휴양림길 670 카페 두낫디스터브,0507-1391-6874,"카페,디저트",None,대형카페 전문점 두낫디스터브의 새로운 매장입니다! 많은 관심과 사랑 부탁드리겠습니다!,132,128,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210925_15%2F1632580590107dFvse_JPEG%2FMPNQ5K2jllazBoaw-UeKMc-V.jpg
545,고봉민김밥인 대구상인점,대구 달서구 월곡로 266 월곡빌딩 1층,053-632-1002,분식,4.29,"간편해도 간소하진 않아야 하니까,
김밥은 역시, 고봉민김밥인.

바쁜 일상에서 간편하게 즐기는 김밥 한 줄,
더하거나 빼지 않아도 한 입에 먹기 편한 김밥 하나.
그러나 그 하나에 고봉민김밥인이 담은 정성은 결코 간단하지 않습니다.

잘 차려진 밥상의 따끈한 밥과 맛깔나는 반찬을 함께 먹는 한입과
국내 청정지역 김에 고슬고슬하게 지은 밥, 다채로운 재료로 채워 만든 고봉민김밥인의 김밥 한 입은 다를 바가 없기 때문입니다.
고봉민김밥인은 자연의 맛을 간직한 좋은 재료로 믿고 먹을 수 있는 안전하고 정직한 먹거리만을 만듭니다.",921,20,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_87%2F16448042313851HqxD_PNG%2F%25C0%25DA%25BB%25EA_1.png
546,None,None,None,None,None,None,None,None,None
547,소담,대구 수성구 달구벌대로492길 5,053-752-0813,한식,4.33,None,19,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1888363034%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065431040%26md%3DKDa1i73QHhjDH8QIYULc3DOvjh0%253D
548,신천화물,대구 동구 신성로 1,053-943-2424,포장이사,None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200301_91%2F1583047704871C1yAz_JPEG%2FyPOeRFQXSY58o7_VT7hWSsRb.jpg
549,BHC치킨 대구태전점,대구 북구 영송로 68,050-7525-0565,"치킨,닭강정",4.49,"맛있는 치킨, 깨끗한 치킨, 친절한 치킨 ! BHC 치킨입니다.

저희 BHC는 건강에 좋은 하이올레익 해바라기유를 사용하여 깨끗함과 신선함을 잃지 않고
고소함과 바삭한 식감을 베이스로한 다양한 치킨의 맛을 고객께 선사할 수 있도록 노력하고 있습니다.
Quality(품질), Cleanness(청결도), Service(서비스)를 유지하며 고객 만족을 위해 정성을 다 하겠습니다.

- BHC 치킨",428,12,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220427_300%2F1651023392796xVWaL_PNG%2F%25C4%25A1%25C6%25FE%25B4%25E7_%25B3%25D7%25C0%25CC%25B9%25F6_%25B0%25F8%25C5%25EB%25BA%25CE%25B0%25A1%25C1%25A4%25BA%25B8_%25C0%25CC%25B9%25CC%25C1%25F6.png
550,로얄떡볶이,대구 북구 동북로37길 56,None,떡볶이,4.5,None,38,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200217_120%2F1581916887900CqDNu_JPEG%2FZlu0qjpDaqusnLpTKvYz_sNI.jpg
551,None,None,None,None,None,None,None,None,None
552,None,None,None,None,None,None,None,None,None
553,None,None,None,None,None,None,None,None,None
554,None,None,None,None,None,None,None,None,None
555,None,None,None,None,None,None,None,None,None
556,None,None,None,None,None,None,None,None,None
557,None,None,None,None,None,None,None,None,None
558,None,None,None,None,None,None,None,None,None
559,None,None,None,None,None,None,None,None,None
560,None,None,None,None,None,None,None,None,None
561,종가대박집 비산점,대구 서구 달서로 176,053-521-3363,돼지고기구이,4.49,None,178,9,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_53%2F1600147126941Fe8Hr_JPEG%2FSu0Ls9kqlngoQyhIXVxU0nRp.jpg
562,None,None,None,None,None,None,None,None,None
563,None,None,None,None,None,None,None,None,None
564,None,None,None,None,None,None,None,None,None
565,강남다방,대구 서구 북비산로 231,042-555-7606,다방,None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1227638936%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658065496898%26md%3Dq3MKcwR%252FocGDui%252Fob568gb80grg%253D
566,더 파도,대구 동구 동부로 87,0507-1412-6434,조개요리,4.47,"조개, 전복, 대게, 낙지 등 다양한 해산물을 만날 수 있는 해산물 요리 전문점입니다. 
가리비, 백합, 키조개 등 다양한 조개가 한꺼번에 나오는 실속모듬조개세트와 냄비 가장자리에 가지런히 두른 가리비가 시원한 국물맛을 내는 조개탕이 인기입니다.",156,218,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190313_292%2F15524755425602m12m_JPEG%2FLhrTvZ_iITEaH1FAKxSFt2Rq.jpg
567,호반갈비,대구 동구 팔공로34길 1,053-984-6565,"육류,고기요리",4.6,None,33,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180430_244%2F1525071059250dyD2J_JPEG%2Fs5YHa9o-I6262X-nxwzvWNv_.jpg
568,None,None,None,None,None,None,None,None,None
569,None,None,None,None,None,None,None,None,None
570,None,None,None,None,None,None,None,None,None
571,None,None,None,None,None,None,None,None,None
572,페리카나 신당점,대구 달서구 서당로7길 109,053-584-3800,"치킨,닭강정",4.66,"일부 메뉴를 취급하지 않는 가맹점이 있을 수 있습니다.
공정거래법 시행으로 가맹점마다 가격차이가 있을 수 있습니다.",46,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220712_193%2F16576050671592eE6x_JPEG%2F2022_%25B9%25DD%25B9%25DD%25C4%25A1%25C5%25B2_400_X_400.jpg
