,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
18290,도민상회 제주협재본점,제주 제주시 한림읍 한림로3길 8 도민상회 본점,064-796-0795,돼지고기구이,4.62,숙성 흑돼지를 참숯에 초벌후 제주보리볏짚에 한번더 초벌 하여 풍미를 더 했습니다. 흑돼지 육즙을 느껴보세요,2305,2111,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211020_293%2F1634710618050tl9ll_JPEG%2FcvKDgwaaFs8tPUxzLaUnpQnP.jpeg.jpg,4416
12847,바다풍경횟집,제주 제주시 서해안로 654 1층 바다풍경,0507-1487-7811,생선회,4.15,"안녕하세요.
제주 자연산활어전문점 바다풍경횟집 지역 페이지를 찾아주시는 고객 여러분께 진심으로 감사드립니다.
청정해역인 제주의 푸른 바다를 벗삼아 식사하며 추억 만들기를 원하시면 저희 바다풍경을 찾아주십시오.
싱싱한 제주의 참맛 자연산활어회와 제주해녀들이 갓잡아올린 소라, 문어, 해삼, 멍게 등 보는 즐거움과
먹는 즐거움을 한층 업그레이드 시켜드릴 것을 약속 드리며,
저희 바다풍경 가족들은 언제나 친절한 환한 미소, 최고의 서비스로 정성을 다하여
고객 여러분이 다시 찾을 수 있도록 최선을 다하겠습니다.
감사합니다.

저희 바다풍경횟집은 택시기사님이나 여행사 가이드 동반시 입장이 거절될 수 있습니다.",453,2106,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_14%2F1440991457509JsdXF_JPEG%2FSUBMIT_1374120063780_11877074.jpg,2559
13218,쌍둥이횟집본점,제주 서귀포시 중정로62번길 14 쌍둥이횟집,064-762-0478,생선회,4.2,None,2312,2060,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_120%2F1441026902460nREHL_JPEG%2F11714447_0.jpg,4372
16896,흑돈가 제주본점,제주 제주시 한라대학로 11,064-747-0088,돼지고기구이,4.2,"저희 흑돈가는 제주도 특산물인 흑돼지 전문 음식점으로 
제주도를 찾아주시는 많은 분들에게 잊지 못할 제주도 
음식맛을 남겨드리기 위해 최선을 다하고 있습니다.

??대한민국 대표하는170개 맛집 선정
??잘 숙성된 흑돼지만 고집
??제주도지사인증 제주흑돼지 취급1호(2008-1호)
??추자도에서 공급받은 멜젓만을 사용

항상 믿고 찾아주셔서 감사합니다.",1145,2041,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211110_281%2F1636510325909Mrztl_JPEG%2FYZQGJAOladpW2b6HTFeraXY9.jpg,3186
18291,새빌,제주 제주시 애월읍 평화로 1529,064-794-0073,"카페,디저트",4.27,"기존의 리조트를 리모델링한,
 유럽의 중세시대 성같은 분위기의 베이커리 카페입니다.
새별오름이 바로 눈앞에서 펼쳐지는
제주에서 가장 핫한 카페이며,
네이버에서 대한민국 6대 이색 카페에
선정될 정도로 제주를 대표하는 애월 맛집입니다
최고의 파티쉐가 직접 만드는 대표메뉴인
크로아상은 프랑스 현지인들도 방문해서
극찬한 맛입니다
웅장하고 고풍스러운 분위기를 마음껏 느끼실수 있는 최고의 카페입니다",3630,2005,"디저트 맛집, 분위기 있는, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_30%2F1601285098155IEO00_JPEG%2FiK0AHLV9Jx8WpAIBobofTUmO.jpg,5635
12565,미영이네식당,제주 서귀포시 대정읍 하모항구로 42,064-792-0077,생선회,4.53,"모슬포항앞에 위치한 고등어회, 방어회,여름에는 물회를 많이 드시러 오는 소박하지만 손맛 좋은 식당입니다.
특히 고등어회는 미영이네에서만 맛볼 수 있는 특제 야채양념장과 고등어회 그리고 원초가 좋은 김과 함께 드시면 
그 맛에 많은 분들이 반하시고 또 고등어회를 드시고 난 후 나오는 고등어탕때문에 고등어회를 드시는 분들도 계시답니다. 
친절하고 손맛좋은 사장님이 맛있고 싱싱한 고등어회와 방어회 그리고 각종 계절음식들을 선보이고 있으니 많이 와주세요",2452,1983,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200513_33%2F1589359746174lDDMY_JPEG%2Fl9N_zLBmHy08T787RBn6Pdwl.JPG.jpg,4435
2495,고집돌우럭 함덕점,제주 제주시 조천읍 신북로 491-9 2층,0507-1353-6061,향토음식,4.76,"네이버카카오구글 리뷰 제주도 내 최다, 최고평점(4.8점)
트립어드바이저 제주 음식점 1위
식약처 인증 위생등급 우수 획득
제주환경운동연합과 제로웨이스트 협업
친환경 캠페인 '아껴주세요, 제주'",6019,1970,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20220523_267%2F16532718821323RwuP_JPEG%2Fa2d857ec-da3d-11ec-bff6-48df379cca40_03.jpg,7989
16062,남매네흑돼지 서귀포점,제주 서귀포시 중정로61번길 24-1 남매네흑돼지 서귀포점,064-762-7600,돼지고기구이,4.5,"서귀포 올레시장 필수코스

당일 도축한 신선한 흑돼지를 맛보세요.
같은자리에서 같은메뉴, 같은 가격으로
처음과 같은 마음으로 영업하고 있습니다
내가 먹는 음식, 내 가족이 먹는 음식이라고 생각하고 정직하게 최고 품질의 흑돼지를 선물 해 드리겠습니다

저희 가게는 올레시장 4번 출구에 위치하고 있으며, 주차는 올레시장 공영주차장으로 주차해주시면 됩니다.

좌식이 따로 준비되어 있어, 단체 이용시, 필히 사전예약을 해주셔야 합니다.",1602,1968,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200916_222%2F16002491644596Tap9_JPEG%2FaaPTjHnD7OQq6H4we8IxYqDy.JPG.jpg,3570
16869,테라로사 서귀포점,제주 서귀포시 칠십리로658번길 27-16,033-648-2760,카페,4.51,전용 주차장 (무료) 만차 시 인근 무료 주차장 이용,3714,1939,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220317_54%2F1647476525945sEOvN_JPEG%2Fabout_seogwipo01.jpg,5653
13286,풍림다방 송당점,제주 제주시 구좌읍 중산간동로 2267-4 풍림다방 송당점,1811-5775,"카페,디저트",0,* 예스노키즈존 *반려동물은 실내 및 야외 모두 케이지에서만 가능합니다.,3620,1937,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_11%2F16001705819319lVKR_JPEG%2F3Q4cxOFWvGwx0y7-vBcGKlQy.jpg,5557
2015,노라바,제주 제주시 애월읍 구엄길 100,0507-1360-1900,라면,0,매일 아침 신선한재료로 육수을 직접 끊여 맛을낸 해물라면 재료소진 시 영업종료,1754,1927,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220411_109%2F1649648048956Y7vNz_JPEG%2F20220408_115339.jpg,3681
16906,돈사돈,제주 제주시 우평로 19,064-746-8989,돼지고기구이,0,"저희 돈사돈은 
제주도 제주시 노형동에 위치하고 있습니다. 
돈사돈의 근고기는 일반 음식점에서 느낄 수 없는 깊은 맛과 멜젓의 조화를 이루고있으며
외지나 해외에서도 많이 찾아 오시는 분들께 
맛있는 근고기를 제대로 대접해 드리기 위해 노력하고 있습니다. 

돈사돈 근고기의 참맛을 느껴보세요.
최고의 맛으로 모시겠습니다. 
감사합니다.",2182,1925,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151104_206%2F1446624330240APR2z_JPEG%2F167054573548831_0.jpg,4107
13239,백약이오름,제주 서귀포시 표선면 성읍리 산1,064-760-4451,오름,0,"백약이오름은 표선면 성읍2리 입구에서 북동쪽 약 3.5km 지점에 위치하고 있다. 구좌읍 송당리와의 접경에 위치한 오름으로, 예로부터 약초가 많이 자생하고 있다고하여 백약이오름(百藥岳)이라 불리운다. 둥굴넙적한 분화구(굼부리)형태를 띠고 있으며, 안에는 층층이꽃·향유·쑥·방아풀·꿀풀·쇠무릎 등 약초가 자생하고 있다.백약이오름을 답사하려면 제주시에서 동부산업도로를 40분 정도 달려 성읍2리 성읍목장 입구에 이르게 된다. 목장안으로 들어 서면 좌측에 보초병처럼 개오름이 서 있고, 목장관리사, 사료 저장 사이로우 등을 지나면 사거리가 나타나는데, 좌측으로 곧게 뻗은 시멘트포장길을 따라 조금 들어가면 길이 끊기면서 목부들의 쉼터인 독립가옥에 이르게 된다. 그집 너머의 오름이 백약이오름이다. 조금 안쪽에 위치한 방목 소들의 음수대 옆으로 30분 정도 오르면 산정부에 도달할 수 있으며, 원형경기장을 연상케 하는 움푹패인 굼부리가 눈앞에 나타난다. 정상에서는 트랙모양의 산정부를 따라 주변의 다양한 오름들을 조망할 수 있는데 동쪽에 좌보미와 그앞에 암설류의 언덕들, 동북쪽으로 동거미오름 그 옆으로 이어진 문석이오름, 그 뒤편에서 위용을 자랑하는 높은오름, 북쪽으로 넓게 패인 굼부리인 아부오름, 서쪽에 민오름, 비치미, 남서쪽에 개오름, 남쪽에 멀리보이는 영주산 등을 감상할 수 있다.",0,1887,"파릇파릇한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAzMDNfOTkg%2FMDAxNTIwMDg4OTc0ODAz.DilsgX200bdCxtMSgxKGKUJik7kZCJ6YFDTp9L2Mcg4g.UF9i5C4UiLCGJtIKLeAtbll1Gkz_fX-LihqayR9e5F0g.JPEG.7wayjeju%2FDSC_9869.,1887
8140,복자씨연탄구이,제주 서귀포시 성산읍 해맞이해안로 2764,064-782-7330,돼지고기구이,4.3,None,2427,1881,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151113_9%2F1447394678847FAWvV_JPEG%2F167063553457368_0.jpg,4308
12233,코코마마 성산점,제주 서귀포시 성산읍 일출로 258-11,0507-1305-5569,한식,4.53,"성산일출봉 해안가 바로 앞에 위치해 있고 하와이풍 인테리어와 다양한 해산물을 같이 즐길수 있습니다.

캐나다에서 직수입을 해서 아주 신선하고 저렴하게 고객에게 판매하고 있어서 판매량은 제주도 1위라고 자부합니다.

그리고 계절마다 특색있는 음료를 판매하며
다양한 이벤트를 많이 진행하고 있으니 소식을 읽어보세요.많은 선물이 준비되어있습니다

네이버예약을 통해 보다 편리하게 이용도 가능하시오니 많은 이용과 사랑부탁드립니다.
즐거운 제주여행 되십시요
성산일출봉 점 코코마마 올림",2944,1852,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200106_284%2F1578291797431u8b2c_JPEG%2FCqg7FRcXnaoj2wZJQTgnXX2M.JPG.jpg,4796
5918,꺼멍연탄구이 신화월드점,제주 제주시 한경면 명이5길 4 꺼멍연탄구이,064-772-2824,돼지고기구이,4.76,"오랜시간동안 로컬맛집으로 사랑받아 온 도민 맛집입니다.
주변 펜션 사장님들이나 관광택시, 버스기사님들 통해서 알음알음 입소문으로 많이 알려진 도민맛집인데요,
얼핏 보기엔 평범해보이지만 감칠맛나는 불맛이 제대로 살아있어 구수하고 육즙 좔좔 흐르는 품질 좋은 고기를 맛보실 수 있습니다.
연탄구이로 결마다 불향이 살아있는 진정한 흑돼지를 맛보세요.

* 주변에 오설록티뮤지엄, 소인국테마파크, 신화월드, 카멜리아힐 등 둘러볼만한 곳들이 많아
 관광코스 짜기에 제격입니다. 사장님께서 가끔 둘러보기 좋은 관광코스를 추천해주시기도 한다고 하네요 :)",609,1852,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210804_200%2F16280474475807XW3p_JPEG%2F0CpGQyc0P2gu3SspediSI0WT.jpg,2461
5627,제주도고기국수 만세국수,제주 제주시 연삼로 437,064-727-7056,국수,4.57,"'생생정보통 1014회출연 제주도 고기국수 만세국수'
제주공항근처 고기국수, 제주공항근처 맛집, 제주 맛집, 제주시 맛집, 제주공항근처 아침식사. 제주도 고기국수 맛집.
 제주도 고기국수 만세국수는 제주 전통 방식으로 준비한 제주도 고기국수 입니다. 진한고 구수한 사골향과 함께 제주 전통의 고기국수맛을 느껴 보세요. 제주공항 근처에 위치 해 있으며 추차시설(40대주차가능)이 좋습니다.",801,1845,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210709_280%2F1625817184387HUl4j_JPEG%2FMbJzYwnTXt_xrA1gUK62Ro2x.jpg,2646
1753,삼미흑돼지 중문점,제주 서귀포시 색달중앙로 33,0507-1410-9392,"육류,고기요리",4.58,"-안녕하세요. 삼미흑돼지 입니다.

30여 년 동안 '정직'이라는 타이틀 하나 가지고 살아남은 정직한 식당 '삼미흑돼지' 입니다.
저희 '삼미흑돼지'의 모든 일원은 123 321 입니다.
일이 삶이며, 삶이 일입니다.

새벽부터 부랴부랴 좋은 식재료만을 고집하며 살아왔습니다. 매장 문을 열 때마다 고민했습니다.
오늘 내 매장을 방문하시는 분들께 어떠한 감동을 드릴 수 있을까.

고민 끝에 얻은 결론은 '정직' 이였습니다.
-정직' 한 식재료로, '정직'한 마음가짐으로 준비하고
포장 없이, 덧없이 보여드리자.

30년간 그래왔고, 앞으로도 계속 쭉 그럴것입니다.
삼미흑돼지

-모든 식재료 국내산만 사용합니다.
-제주 최상급 흑돼지만 사용합니다.

- instagram DM 문의",1545,1830,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220326_245%2F1648275135375ygcp5_JPEG%2FKakaoTalk_20220317_220713839.jpg,3375
5922,오복떡집,제주 제주시 동문로2길 10 오복떡집,064-753-4641,떡카페,4.31,"50년 전통 동문시장 터줏대감 오메기떡 맛집 오복떡집 각종 떡과
제주도 향토음식인 오메기떡을 맛볼 수 있는 제주도 맛집!!

!!전국 택배도 가능!!
택배번호로 연락만 하시면 안전하게 냉동된 상태로 배송되어 맛있는 오메기떡을 집에서 드실 수 있습니다!
택배 주문은 냉동 가격으로 봐주시면 됩니다~^^

*택배 안내
48개 한박스-냉동 40000원(택배비 별도)
25개 한박스-냉동 23000원(택배비 별도)

방부제를 일체 하지 않기 때문에 건강에 좋고 맛도 최고!",2054,1826,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200603_73%2F1591181841817gVp8M_JPEG%2FnFeCUoYnjYPIRjf1_Q0801PU.jpg,3880
12380,명월국민학교,제주 제주시 한림읍 명월로 48,070-8803-1955,"카페,디저트",4.49,None,3169,1819,"커피 맛집, 분위기 있는, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181004_107%2F1538635035299SfXBR_JPEG%2FoxN6lqLqTcN5gixuPE-dZcHL.jpg,4988
12673,로뎀가든,제주 제주시 우도면 우도해안길 264,0507-1400-5501,한식,4.7,"원조 한라산볶음밥 명가 로뎀가든에서는 중국산이 아닌, 귀한 제주산 한치중에서도 최상품
한치와 제주산 흑돼지만 사용합니다. 따라서 그맛과 가격이 다른것입니다. 한라산 볶음밥은 맛도 좋지만 핵심은 스토리텔링 볶음밥입니다. 화산섬 제주도의 탄생과 역사 이야기를, 한라산볶음밥 명인이 직접, 현란한 볶음밥 과정을 통해 구수한 입담으로 유익하고 재미있게 들려드립니다. 저희 원조 한라산볶음밥에는 한라산의 사계절이 표현되고, 제주도 꽃인 동백꽃으로도 변신합니다.외국인에게는 영어와 중국어 등으로도 설명해 드립니다. 그냥 한라산볶음밥이 아닌, 누구도 흉내낼수 없는 원조에서만 느낄수 있는 명품 한라산볶음밥의 맛과 품격을 느껴보세요.",2696,1810,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210911_69%2F1631349093555t0hyo_JPEG%2FnXANi_O6R4qudU6AEZFqH08W.jpg,4506
4306,제주대게회타운,제주 제주시 서해안로 638,064-747-9289,대게요리,4.49,"오전 11시부터 오후 6시까지는 애완견 동반이 허용됩니다.
애완견 동반은 미리 전화 예약 부탁드립니다.
제주대게 회타운은 제주의 향토음식 뿐만 아니라 다양한 갑각류를 드실수 있습니다.
세트메뉴들 드시면 여러가지 음식을 함께 드실수 있어 더욱 좋습니다.
세트메뉴 주문시 회, 대게 등 푸짐하게 드실수 있으니 셋트 메뉴를 드셔서 저렴한 가격으로 맛있는 음식을 드시는
것을 추천 드립니다. 저희 업소는 고객이 가장 먼저라고 생각하는 마음으로 전층 여자,남자 화장실에 따로 있으며, 비데, 엘레베이터, 1층에 원두커피, 믹스커피가 준비되어있으며, 넓은 주차장도 확보가 되어있습니다.
여름에는 1층 테라스에서 바다바람을 맞으며 먹을수 있어 아주 좋습니다.
예약시 꼭 선택을 해야 할것에 대해 안내 해드립니다.
1층 테라스
2층 전층 룸으로 되어있으며 바다 오션뷰 (아이들 및 조용한 분위기)
3층 테이블로 되어있으며 바다 오션뷰
4층 단체 손님 예약시 4층 전좌석을 쓰실수 있으며 오션뷰는 가장 좋습니다.

제주대게회타운은 수산물유통업을 하기 때문에 중간마진 없이 싸고 좋은 수산물을 손님들께 드리고 있습니다^^
제주공항근처맛집 으로도 인정을 받은상태이니 많은 이용 부탁드립니다.",897,1807,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20200114_84%2F1579000374637vkpjk_JPEG%2Fce6a4b55-36be-11ea-a200-505dac8c35ff_03.jpg,2704
8804,서귀포흑돼지명가,제주 서귀포시 태평로 122,064-739-7347,"육류,고기요리",4.33,40년 전통의 역사를 자랑하며 대물림식당으로 인정받은 서귀포맛집 [서귀포흑돼지명가]는 범섬 문섬이 한눈에 내려다보이는 바다전망을 감상하며 식사할수있는 유일한 곳이며 서귀포흑돼지맛집 으로도 유명한 서귀포의 명소입니다,491,1805,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171107_57%2F1510036859126ajk0N_JPEG%2FqLgijyZB4XU7wWRjDwKXMiRc.jpg,2296
2806,전망좋은횟집&흑돼지,제주 서귀포시 성산읍 일출로 248,064-784-1568,생선회,4.7,"제주 성산일출봉과 푸른바다를 보고 식사할수있는곳
제주에서 [[야외 테이블]]이 가장 아름다운곳
전망 뷰를 느껴보세요^^
성산횟집
성산일출봉횟집
성산흑돼지
성산일출봉흑돼지
성산횟집
성산일출봉횟집
성산흑돼지
성산일출봉횟집
전망좋은집에서 느껴보세요",4322,1778,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190718_223%2F1563417258119VFBbi_JPEG%2FMOFB2I63bp59CGVL9ja2arhF.jpg,6100
2560,인스밀,제주 서귀포시 대정읍 일과대수로27번길 22 1층,0507-1352-5661,베이커리,4.41,in's mill The grain house,2329,1742,분위기 있는,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220529_274%2F1653832335636yfNYp_JPEG%2F20220529_151601.jpg,4071
956,소금바치 순이네,제주 제주시 구좌읍 해맞이해안로 2196,064-784-1230,"해물,생선요리",4.5,"소금바치 순이네입니다.

대표메뉴는 돌문어볶음으로 많은분들이 찾아주시구요, 
전복죽, 성게국, 보말국등 맛있는 해산물 메뉴들로 가득합니다.

종달리 해안로에 위치하고 있어서
우도와 성산일출봉이 한눈에 보이는 전망이예요
주차장도 넉넉하고,
식사 후 전망로를 따라 산책하시기에도 좋아요~ 
 
바로앞에 우도와 일출봉이 보이는 전망대가 있고,
근처에는 종달-우도 연결 항로가 있어서 여객선이 자주 왕래하고 있어요 

많이들 찾아와주세요~",2767,1738,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_184%2F144109364696256ilt_JPEG%2F166476577224550_0.jpeg,4505
7210,레이지펌프,제주 제주시 애월읍 애월북서길 32 lazypump,0507-1325-8732,"카페,디저트",0,"이 곳은 한 때 양어장으로 물을 긷던 
펌프장이었습니다.

이곳을 지나 맥동하는 바닷물은 고기들의 
젖줄이자, 우리 삶과 노동의 뿌리였습니다.

이제 이 곳은 바다를 관조하는 유산이 되고자합니다.
애월의 파도가 고지넉히 그리는 풍경화를
함께 나누면 더할 바 없겠습니다.",819,1730,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211209_166%2F1639057095416EPAIC_JPEG%2FEECDF1DE-3ABB-437E-803F-1D91C9157A46.jpeg,2549
2327,해녀촌,제주 제주시 구좌읍 동복로 33,064-783-5438,국수,4.34,탱글탱글 신선한 회를 매콤하게 무쳐 국수와 함께 내는 회국수는 동복리 해녀촌의 인기메뉴입니다. 일반 국수와 다를바 없어보이지만 커다란 접시에 한 가득 나오는 회와 굵은 면발은 가격도 저렴할뿐 아니라 양도 푸짐하여 인기랍니다. 동복리 해녀회에서 운영하기 때문에 언제나 싱싱한 횟감으로 국수을 말아 계절에 따라 다른 회국수를 맛볼 수 있지요. 성게알이 잔뜩 들어간 성게국수도 별미라고 하네요.,1578,1700,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151104_165%2F1446624563573euQMC_JPEG%2F167054573942105_0.jpg,3278
14075,제주고집 제주공항점,제주 제주시 서해안로 368-10,0507-1328-8660,"육류,고기요리",4.7,"제주공항에 10분 거리!
제주공항 흑돼지를 찾으신다면
제주공항 근처 흑돼지 맛집!! 제주고집입니다!

저희 제주흑돼지전문점 제주고집은 총24일의 숙성과정을 거친 흑돼지를 준비합니다.
웻에이징과 드라이에이징을 거친 제주 흑돼지에 깊은 풍미와 부드러움을 느껴보세요!

참숯으로 초벌하고 제주보리짚으로 한번 더 훈연하여 직원이 전부 구워드립니다!

마지막 비행기타고 오셔도 식사걱정 하지마세요!!
11:00오픈 마지막주문 23:00 영업마감24:00 늦은저녁까지 영업합니다!

제주공항 근처 맛집 중에 흑돼지를 찾으시면 제주고집!

항상 최선으로 정성을 다해 모시겠습니다.",1749,1676,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220525_74%2F16534589241881aHrl_JPEG%2F004B1172-8CE0-441C-94A5-36D311800173.jpeg,3425
515,늘봄흑돼지,제주 제주시 한라대학로 12,064-744-9001,돼지고기구이,0,"소고기 전문점으로 시작해 30여년이 지난 지금은 한우, 소고기 흑돼지 3개의 테마로 운영되고 있는 제주 최대 규모의 외식 업체입니다. 음식의 맛과 넓고 쾌적한 실내로 도민과 관광객들에게도 잘 알려진 곳입니다.",4429,1671,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211027_275%2F1635262566183xD9pp_JPEG%2F3W8DQVmyCt-1-fftpOUzjxSB.jpeg.jpg,6100
1952,제주명가두루치기,제주 서귀포시 태평로 495,0507-1469-2272,"육류,고기요리",4.59,"안녕하세요!!
서귀포 올레시장 맛집 '제주명가두루치기' 입니다.

싱싱한 살아있는 전복이 들어간 특별한 두루치기 입니다.

저희 제주명가두루치기는 전복두루치기의 원조 집입니다.
유사 전복두루치기와는 확연한 다른 맛을 가지고 있습니다.

전복두루치기 주문 시 냄비에 전복과 홍합, 조개, 새우 등의 해물이 나오며
파채와 콩나물 등 다양한 해물에서 나오는 맛있는 국물이 나옵니다. 

단체예약시 1시간 전에 꼭 전화주세요. ^^",1225,1668,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211013_67%2F1634053606249sb6Wy_JPEG%2FxJYX_ynWvU1FlPi6SLaLvG_A.jpg,2893
5092,애월은혜전복,제주 제주시 애월읍 애월로1길 24-3 1층,064-799-9060,전복요리,4.49,"메뉴3개이상 주문시 제주산 고등어 한마리 서비스로 제공됩니다.
메뉴2개 주문시 제주산 고등어 반마리 서비스로 나갑니다

애월은혜전복집은 정성을 파는곳입니다.
들어가는 재료 하나하나에 모든 정성을 기울였습니다.
어제도 오늘도 그리고 내일도
가족을 위한 식사처럼 정성을 다하겠습니다.
오시는 모든 분들에게 특별한 시간이되시길 바랍니다
전복전문점으로써 전복돌솥밥, 전복물회, 전복죽, 전복뚝배기, 전복해물라면,전복찜, 전복버터구이, 고등어를 반찬으로 정성을 다하는곳 은혜전복입니다",2168,1666,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210531_61%2F1622426390229hLkxY_JPEG%2F%25C0%25BA%25C7%25FD%25C0%25FC%25BA%25B9_90.jpg,3834
5525,성산일출봉 어멍횟집,제주 서귀포시 성산읍 일출로 29,0507-1418-1177,생선회,0,"성산일출봉 맛집으로 유명한 횟집 전문점 어멍횟집 입니다.

성산일출봉, 광치기해변, 섭지코지, 아쿠아플라넷 등이 5분거리에 있는 제주도 맛집

고등어회, 딱새우회, 갈치회, 광어회, 방어회, 다금바리, 참동 등 다양한 어종이 있습니다.

성산일출봉 근처에서 가장 푸짐한 기본찬을 드리는 맛집 입니다.

한번다녀가면 다시 찾는 성산일출봉 맛집, 섭지코지, 용눈이오름, 광치기해변, 우도등 유명 관관지가 가까운 곳에 위치한 제주 횟집

다금바리, 돌돔, 구문쟁이, 솔치, 벵에돔 등 성산항에서 직접 공수해온 싱싱한 활어회와 제주에서만 제대로 맛볼 수 있는 딱새우, 고등어회, 갈치회를 맛볼 수 있습니다.

계절에 맞는 다양한 스끼다시까지 준비되어 있습니다.

가족, 연인 등 남녀노소 누구나 만족할 수 있는 어멍횟집이 되도록 노력하겠습니다.",1028,1656,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210908_293%2F163111254505548SzV_JPEG%2FDeRVOdKgvv9_dJMpPDrTXTF3.JPG.jpg,2684
