,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,tag,image
4302,제일류초량뚝배기,부산 동구 구봉로 4,051-442-0316,"백반,가정식",0,"[[한끼 식사의 소중함을 늘 잊지 않고 드시는 모든 분들이
최고의 만족을 느낄 수 있도록 항상 정성을 다해 노력하겠습니다.]]",679,776,1455,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220509_97%2F16520866493710c27m_JPEG%2FIMG_09052022_175654_%25281280_x_1280_%25C7%25C8%25BC%25BF%2529.jpg
3204,바오버거,부산 해운대구 송정광어골로 14,0507-1400-8901,햄버거,4.48,"바오버거에서 드리는 글

해운대,송정 수제버거로 유명한 바오버거입니다.
기본 조리시간은 10~15분 소요됩니다.",743,694,1437,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171215_207%2F1513303181776AuWwt_JPEG%2F7GjbAVBhtheBfgTbxjq61C8o.jpg
4587,바로해장,부산 수영구 광남로94번길 2 101호 바로해장,051-756-5515,한식,4.44,None,648,777,1425,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200620_54%2F1592642213999tshpP_JPEG%2FWLv9uEwXD4qEfmy1voQ4YUKr.jpeg.jpg
2756,보느파티쓰리,부산 연제구 교대로 7 2층,051-502-2451,카페,4.67,None,990,427,1417,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MTlfMTk3%2FMDAxNjUwMzQyNTQ2Njcx.6c6mPe-1_V2XF9Ocmzvj8uAv9OJuO6SPF1qGupn8By8g.B9PDom3pHs-SlcHNuvkxQ33jQpntC8tcVP-Y-ktGf7Ag.JPEG.khumeia%2F20200711_144926.jpg
3879,경성대부경대 우쭈쭈,부산 남구 용소로13번길 46,0507-1383-5113,주꾸미요리,4.55,"경성대맛집으로 방송출연
[SBS 생방송투데이] 해산물요리 대반란
[MBC 행복한금요일] 활력충전 쭈꾸미열전

안녕하세요. 쭈꾸미비스트로 우쭈쭈 경성대부경대 직영점입니다. 저희 우쭈쭈는 8년이 넘는 오랜 기간 동안 경성대부경대에서 변함없는 맛과 서비스로 경성대부경대를 대표하는 맛집 자리를 지키고 있습니다. 지금의 우쭈쭈가 고객들의 관심과 애정을 바탕으로 성장해왔다는 것을 잘 알기에 앞으로도 손님을 위하는 변치 않는 마음으로 경성대부경대를 넘어 부산을 대표하는 쭈꾸미 맛집의 자리를 계속 이어나갈수 있도록 노력하겠습니다. 저희 우쭈쭈를 애정하시는 모든 손님들께 항상 감사드립니다.

[우쭈쭈 맛있게 먹는 법]
1. 깻잎에 쌈무와 천사채, 날치알과 마요쌈장을 올려 야무지게 싸먹는다.
2. 납작만두에 쭈꾸미를 올려 반으로 접어 한입에 집어 넣는다.
3. 담백하고 달콤한 고르곤졸라 피자에 쭈꾸미를 올려 싸먹는다.
고로, 우쭈쭈는 쌈 싸 먹을 때 제일 맛있다.

[우쭈쭈 단골 고객들의 댓글 모음]
- 잊을만하면 생각나는 경성대부경대우쭈쭈, 주기적으로 먹어줘야 하는 경성대부경대 최애 맛집이에요.
- 많은 고객들이 사랑하는 맛집, 바로,,,경성대부경대 우쭈쭈. 이곳에서 쭈꾸미를 배웠다 할 만큼 내겐 최고의 맛집. 경성대부경대에서 가장 맛있는 집이 어디냐고 물어보면 1초도 고민안하고 우쭈쭈 너무 맛있어요. 안먹어보셨다면 꼭 먹어보세요.
- 오랜만에 간 우쭈쭈~ 여전히 맛있네요! 어머니랑 같이 왔는데 만족하셨어요. 맵찔이들한텐 좀 매워요ㅠㅠ 볶음밥 양 엄청 많고 맛있어요~~
- 경성대부경대 우쭈쭈는 런치타임은 진짜 가성비 갑. 쭈꾸미랑 볶음밥까지 주는데 9,900원이고 심지어 주말이랑 공휴일도 가능함,, 우쭈쭈 점심특선이여 영원하라
- 쭈꾸미가 땡길 땐 우쭈쭈. 친절하고 맛있고 가성비 최고인 경성대부경대 찐맛집
- 경성대부경대에서 데이트할 때, 진짜 든든하고 맛있는 한 끼 찾으신다면 경성대부경대 맛집 쭈꾸미 전문점 우쭈쭈를 찾아가세요.)
- 대학 때 부터 자주 가던 곳^^ 믿고 먹는 우쭈쭈
- 우쭈쭈 맛있게 먹는 법은 국룰,, 깻잎에 쌈무랑 천사채, 쭈꾸미와 삼겹살을 얹고 마요쌈장을 올려 한쌈 사서 먹으면 넘 맛있어요
- 우쭈쭈는 인생 쭈꾸미집
- 쭈꾸미 생각날 때마다 오는 곳인데 항상 맛있네요ㅠㅠ 제 최애는 쭈삼겹에 볶음밥인데 강추해요! 가성비 좋아서 자주 오게 되네요~ 잘 먹고 갑니당ㅎㅎㅎ
- 남자친구랑 갔어요 ~ 맵찔이 커플한테는 너무 맵고 맛있어요 ! 주기적으로 가는데 정말 맛있습니당 하하하 대학 입학했을 때부터 졸업한 지금까지 단골집이에요
- 정말정말 맛도리
- 진짜 너무너무 맛있어요. 왜 사람들이 웨이팅을 그렇게까지 하는지 알겠어요 .. 그리고 알바분들이 엄청 친절하세요 바빠서 정신 없어보이는데도 친절하게 서비스해주셔서 감동이었습니다. 여러모로 경성대부경대에서 젤 좋아하는 가게! 강추
- 최애맛집 런치 가성비갑
- 우쭈쭈 핵맛있어요! 불향쭈꾸미에 우삼겹불고기 조합은 진리인듯! 이것 모두들에게 공유할 팁입니다. 꼭 불고기사리 추가해서 드셔보시길
- 우쭈쭈 너무 맛있어요... 쭈꾸미 최애집이에요 흑흑 최고최고, 맛있고 직원분들도 엄청 친절해요!
- 항상 믿고 가는 우쭈쭈 고급짐보다는 가성비가 좋습니다 특히 점심 특선은 볶음밥까지 2명에서 먹으면 배 터집니다.. 경성대부경대는 쭈꾸미 가게가 없어서 항상 여기만 가는데 항상 만족입니다 직원분들이 다 친절해서 저 같은 쭈구리가 가도 두렵지 않습니다
- 핵존맛! 크림막걸리도 존맛 ㅠㅠ
- 쭈삼겹에 크림막걸리 먹고 볶음밥 먹으면 정말 맛있어요

부산맛집, 경성대부경대맛집, 경성대부경대점심맛집, 경성대부경대역맛집, 경성대부경대학교맛집, 부산남구맛집, 대연동맛집, 부산쭈꾸미맛집, 경성대맛집, 부경대맛집, 경성대점심, 부경대점심, 경성대밥집, 부경대밥집",953,449,1402,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171127_85%2F15117085891545aRRd_JPEG%2F1444182352323_4200_REPR.jpg
173,장수촌24시순대돼지국밥수안점,부산 동래구 온천천로 329,051-552-9997,국밥,4.3,None,1334,56,1390,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220325_131%2F1648174685332gP8dy_JPEG%2FScreenshot_20220325-104713_NAVER.jpg
68,해운대미포끝집,부산 해운대구 달맞이길62번길 77,051-746-0969,"해물,생선요리",4.01,아름다운 전망과 맛있는 음식을 먹을수 있는곳...미포에서 제일 끝에 있답니다 ※ 주차장 완비 전화 예약 불가,618,762,1380,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_127%2F1441014384288OSNGq_JPEG%2FSUBMIT_1357192351044_19769198.jpg
3852,캐비네 드 쁘아쏭,부산 기장군 기장읍 기장해안로 268-31,051-604-7282,"카페,디저트",4.57,"[ 오시는 길 ]
1. 아난티 펜트하우스 주차장에서 오시는 길
1) 주차장 출입구 쪽(라운드 회차로)에 위치한 프론트로 들어가기
2) 프론트 입구 우측에 있는 오너스풀 방면 바깥문으로 나가기
3) 좌측방향 오너스풀(야외 수영장)을 가로질러 캐비네 드 쁘아송 입구로 걸어가기
4) 캐비네 드 쁘아송 입구로 들어와 계단만 내려가면 도착 완료

2. 아난티 힐튼 호텔 주차장에서 오시는 길
1) 아난티 힐튼 호텔 주차장 B3 M구역 앞 엘리베이터 탑승하여 B1층으로 이동
2) 엘리베이터에서 내려 좌측으로 약 90m 직진
3) 이후 동선은 <아난티 펜트하우스 주차장에서 오시는 길>과 동일

3. 아난티 코브 해안산책로에서 오시는 길
1) 아난티 타운 아래 위치한 해안산책로 길을 따라 300m 이동
2) 캐비네 드 쁘아송 도착

[ 미디어 갤러리 관람 ]
https://www.ananti.kr/kr/cabinet_index.asp
- 현장발권
- 매 15분마다 10인 입장 (정시, 15분, 30분, 45분)
- 토/일 및 공휴일만 10:00 + 평일 11:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00
- 관람 마지막 입장 18:00
- 매월 마지막주 목요일 휴관
- 성인 15,000원 / 소인 10,000원 (36개월 이하 무료, 증빙서류 지참)

※ 교육기관(유치원, 학교 등) 단체 관람문의 별도
: 교육기관 등록증 제출 필수
: 인솔 담당자(선생님) 참여 필수 (*인솔담당자 무료 입장)
: 문의. 네이버 톡톡 (주중 상담가능)

아름다운 바다를 가장 가까이 볼 수 있는 캐비네 드 쁘아송에서 카페&베이커리를 운영합니다.
프레쉬한 브런치 메뉴와 매일 맛있게 구운 빵, 그리고 다양한 디저트 등을 맛볼 수 있습니다.",928,434,1362,"커피 맛집, 디저트 맛집, 분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201016_55%2F1602839053921z2HAA_JPEG%2F7c-L8z9gHH-aid3CuRPNc78u.jpg
3899,함경면옥 동래본점,부산 동래구 충렬대로 213 함경면옥,051-556-2020,냉면,4.29,None,1280,63,1343,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191216_145%2F1576463315306eH028_JPEG%2FrCqTid7IBb_CqQp4cR_i0Gl_.jpeg.jpg
1229,춘하추동밀면 해운대직영점,부산 해운대구 해운대해변로265번길 13,051-746-8658,국수,4.27,춘하추동 변함 없이 밀면을 낸다는 의미의 밀면 전문점입니다. 양념장과 함께 육수가 담겨 나오는 밀면과 양념장만 들어가는 비빔면이 준비되어 있지요. 다른 곳 보다 진한 갈색 빛을 띄는 이 곳의 육수는 한우 뼈와 함께 한약재를 넣고 우려낸다고 합니다.,729,608,1337,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190526_202%2F1558868429820uQn6t_JPEG%2FIaSlFBRZF5KPc_flXu64Pm2A.jpg
3448,오빠다방 부경대점,부산 남구 수영로334번길 48 라크베르원룸,070-8691-4247,테이크아웃커피,4.64,"누구나 부담없이 음료를 즐길 수 있는 카페 입니다.
고객님의 사랑을 돌려드리고자 이벤트도 많이 하니 자주 오세요~",1305,23,1328,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAyMDRfMjQ0%2FMDAxNjEyNDQxNzI3NzEz.r61lQ8ofK4yDx3KUXJMqBHHuD8qS51GIlBvdTT9ZaeYg.U56uT8rCouPytLiwzC-74uMvBKB9qZqyoegZ81F9thsg.JPEG.happy369586%2FIMG_5898.jpg
3924,온기정 롯데백화점광복점,부산 중구 중앙대로 2 지하1층 아쿠아몰,051-678-4200,일식당,4.19,"한 그릇에 따뜻한 정을 담아내는 밥집,
이제 부산 롯데백화점 광복점에서도 온기정을 만나 볼 수 있습니다.

백화점 매장 특성상 포장 및 예약은 어렵습니다. 방문에 참고 부탁드립니다.",1000,322,1322,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200811_89%2F1597138068337D7unN_JPEG%2Fzo4Obrs10k_YHw3Li3xwvj-I.jpg
4419,갓파스시 서면점,부산 부산진구 중앙대로702번길 43 코코빌딩 1층,051-804-4377,"초밥,롤",4.29,저렴한 가격으로 여러가지 회전 스시를 즐길 수 있는 곳. 레일 위를 돌고 있는 스시 외에 다른 종류의 스시가 먹고 싶을 때는 각 테이블 마다 마련된 터치스크린으로 주문을 한다. 주문을 마치면 테이블까지 배달이 된다. 모든 스시에는 고추냉이가 들어있지 않아 취향에 따라 첨가해서 먹으면 된다.,904,412,1316,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191019_203%2F1571477275193gXL1w_JPEG%2FnEz2xpyXV96NXqnFCQJtUL7q.jpg
3433,써브웨이 부산시청점,부산 연제구 중앙대로 1043,051-868-4140,샌드위치,4.39,None,1240,54,1294,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg
1033,뚜레쥬르 부산안락점,부산 동래구 안연로 75,051-523-5959,베이커리,4.47,None,1276,8,1284,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png
1990,연산낙지해물탕,부산 연제구 과정로 121,051-758-8838,"매운탕,해물탕",4.56,None,919,345,1264,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_278%2F1441093175557hEjaC_JPEG%2F166473633849106_0.jpeg
1834,옵스 LG메트로시티점,부산 남구 분포로 111 엘지메트로시티아파트,051-612-1970,베이커리,4.49,"23년을 한결같이 고객님들의 건강과 행복을 추구하는 OPS는 전통과 자연의 순수한 맛과 향을 지키기 위해 쉐프들의 정성으로 엄선한 최고의 자연재료를 사용하며, 첨가제나 인공향료 등은 전혀 사용하지 않고, 제품 하나하나 전통방식 그대로 정직하게 만들고 있습니다. 단지 제품만을 판매하는 것이 아닌 문화를 함께 만들어나가고 있는 OPS 입니다.
 테라스가 있는 옵스 LG 메트로시티점은 6호점입니다.",1211,52,1263,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_31%2F1441068437219cSiTG_JPEG%2F16543635_0.jpg
3845,그랜드 조선 부산 아리아,부산 해운대구 해운대해변로 292 2층,051-922-5050,뷔페,4.58,"높은 층고와 탁 트인 해변 전망에서 즐기는 그릴 & 시푸드 뷔페.
아티장부처의 노하우가 담긴 숙성, 마리네이드, 조리 등 섬세한 과정을 거친 최상의 육류와 신선한 해산물 요리들을 즐길 수 있는 그랜드 조선 부산의 대표 레스토랑입니다.",774,464,1238,"분위기 있는, 든든한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210104_72%2F1609755562560MlF4m_JPEG%2F%25BE%25C6%25B8%25AE%25BE%25C6_%25C5%25D7%25C0%25CC%25BA%25ED%25C0%25BD%25B7%25E1%25BB%25E8%25C1%25A6%25BA%25BB.jpg
4120,뚜레쥬르 부산동아대병원점,부산 서구 대신공원로 26,051-257-8442,베이커리,4.42,None,1226,5,1231,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png
2696,던킨 부산시청역사점,"부산 연제구 중앙대로 1017 지하1층 (시청역, 연제 5번 출구)",0507-1341-3133,도넛,4.54,던킨 부산시청역사점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1217,11,1228,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_89%2F15723854040043zOq8_JPEG%2FFIQf5F2bfBh8KivKZB8wjdJ8.jpg
3569,숨비소리 광안리 본점,부산 수영구 광남로84번길 5 1층,0507-1404-8086,"해물,생선요리",4.38,"분위기가 좋고 비주얼도 높고 환상적인 맛을 제공해드리는 광안리 술집 딱새우 전문점 숨비소리 입니다.
예약가능합니다!! 예약시간 5분전에는 입장 부탁드립니다",506,721,1227,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181203_28%2F1543809243802yh1n6_JPEG%2FLEE_6626.jpg
1678,분짜라붐 남포점,부산 중구 남포길 5 2층,051-247-8800,베트남음식,4.39,"엘리베이터 있음, 아기의자 있음, 와이파이 가능",793,429,1222,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191216_34%2F1576461320723yU8Jk_JPEG%2FbSOwy_6VeL-v0QmcOCxhck9X.JPG.jpg
1775,할리스 부산동래역점,부산 동래구 삼성대길 34-25,051-552-2990,카페,4.45,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 ‘커피의 즐거움’입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.",1155,34,1189,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg
89,설빙 범일점,부산 동구 범일로102번길 14 1층,0507-1335-2924,빙수,4.48,설빙 범일점입니다 맛과 정성을 담아 최선을다해 만들겠습니다,1147,27,1174,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200701_49%2F1593586364808RCGLl_JPEG%2F_MQvGuN7tuMuWcQatO5aes7n.jpg
129,대티물꽁,부산 사하구 낙동대로135번안길 15,051-203-4425,"해물,생선요리",4.39,"연락처: 051-208-7379 , 051-203-4425

 * 아구찜, 대구뽈찜, 코다리찜 *

 부산시 지정향토음식점
 푸짐한 양의 아귀찜과 대구뽈찜을 맛볼 수 있는 곳입니다. 향긋한 미나리와 아삭한 콩나물을 얹은 매콤한 아귀찜이 이곳의 대표 메뉴이지요. 겉절이와 부침개 등의 정갈한 기본 찬과 얼음을 갈아 넣은 시원한 동치미도 이 곳의 인기 비결입니다. 직접 담근 동동주를 함께 주문하여 드시는 분이 많습니다.

배달 됩니다 (소요시간40분~1시간30)",1009,161,1170,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191018_131%2F15713780727711qvk0_JPEG%2F487c28CCdVk0apOVB82fPMLv.jpg
1198,써브웨이 부산대연점,부산 남구 수영로 246,0507-1424-7986,샌드위치,4.5,"써브웨이는 2017년 10월 기준 111개국 44,644 개의 매장을 보유하고 50년 이상의 역사와 전통을 가진 글로벌 프랜차이즈 기업으로 
써브웨이 부산대연점에서 착하고 건강한 샌드위치를 제공합니다.",1144,19,1163,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg
3698,무우무,부산 해운대구 센텀동로 26 한화꿈에그린센텀,051-731-5799,이탈리아음식,4.48,"핫플레이스 무우무(MUUMU)가 센텀점에 오픈했습니다.
해운대레스토랑 선두주자로 자리매김 하기위해 최선을 다하겠습니다.
센텀시티 맛집의 대표 업체로써, 최고의 식자재를 고집하겠습니다.
해운대 회식장소로도 적합한 무우무는 단체석을 구비하고 있습니다.
부산 대표 와인바로서 다양한 종류의 와인을 준비하고 있습니다.",650,501,1151,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170803_194%2F1501763932496FrLyg_JPEG%2F186753616872026_0.jpeg
4786,리안광,부산 수영구 광남로 78 1층,0507-1316-4591,브런치,4.44,정성이 가득담긴 맛있는 브런치가게 입니다. 자세한 메뉴나 공지사항은 인스타그램 @lian_gwang로 확인해 주세요. 매주 수요일 휴무입다,544,599,1143,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201222_270%2F16085965752006ddqs_JPEG%2F-0ftexyLb0pOpwVEfhAJjmk8.jpeg.jpg
4765,홍콩반점0410 부산반여동점,부산 해운대구 선수촌로 94 대룡빌딩,070-4177-0410,중식당,4.4,None,1094,47,1141,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180403_288%2F1522751067539KtHpK_PNG%2FTimENC9Zp9xN1uSM1_Tr-2TR.png
2982,한방장어구이,부산 연제구 아시아드대로 8,051-503-3353,한식,4.38,살아있는 국내산 장어를 직접 잡아 비법양념인 한방소스를 발라 구워 드립니다.,925,211,1136,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150930_251%2F1443592550032zgvkh_JPEG%2F166875548956254_8.jpg
4684,문토스트 호메르스점,부산 수영구 광남로142번길 2,051-754-5558,토스트,4.46,None,1008,108,1116,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210508_7%2F1620465548245Hie26_JPEG%2FkttRNCp0j9OT1kSI4dTkewEY.jpeg.jpg
4726,부우사안,부산 해운대구 해운대해변로209번나길 16,051-741-3310,중식당,4.42,"부우사안은

전통 중식을 기반으로 베이징덕, 딤섬, 중식요리를

다채롭게 즐길수 있는 공간 입니다.

커플석, 단체석 등 다양한 좌석 및 테이블이 준비되어 있습니다.

많은 관심과 방문 부탁드립니다

부산 외식 문화를 이끌어가는 [부우사안]이 되도록 하겠습니다.

감사합니다.

- 부우사안 -",520,593,1113,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200128_98%2F1580196288350HX5wP_JPEG%2F81fzAepsMWng8UfBdpY0qOMJ.jpg
2909,홍대개미 삼정타워점,부산 부산진구 중앙대로 672 507호,051-520-3775,덮밥,4.39,None,960,147,1107,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220509_147%2F16520725373487d9He_PNG%2F%25C8%25AB%25B4%25EB%25B0%25B3%25B9%25CC_%25B7%25CE%25B0%25ED_.png
3422,남도죽 팥 칼국수,부산 부산진구 가야대로 488-9,051-891-1588,"칼국수,만두",4.43,"찾아주시는 고객님의 건강을 생각하며 정성을 다하고 있습니다.

- 팥, 녹두, 들깨, 콩, 호박, 쌀, 고추, 마늘, 배추, 무, 닭 등 국산원재료를 사용합니다!!!

- 모든 면을 직접 뽑고, 새알을 직접 만듭니다!!!

- 직접 만든 3년 이상된 된장을 사용합니다!!!",991,112,1103,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_34%2F1441069208639VGaek_JPEG%2FSUBMIT_1429496731910_20969252.jpg
4025,쌍둥이돼지국밥,부산 동래구 아시아드대로 147,051-502-0995,국밥,4.38,언제나 푸짐하고 정성이 가득한 전통 솥 가마에서 우려낸 뼈 국물을 사용하는 토종돼지국밥입니다. 일단 맛으로 승부하는 집입니다.,843,248,1091,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151002_158%2F1443769595271RJqRk_JPEG%2F32614421_01.jpg
48,향유정 속초이모네찜,부산 기장군 기장읍 대변로 105 속초이모네 생선찜,0507-1336-6253,"해물,생선요리",4.23,"5가지 생선의 절묘한 만남
부산광역시가 선정한 기장군 대변항 생선모듬찜 전문점 대변항 입구에 강원도 속초의 맛을 그대로
생선모듬찜전문점인 속초이모네는 밑반찬들이 아주 정갈하다. 게다가 모두 입맛을 사로 잡는 맛이다. 찜이라 조리하는 시간이 조금 걸리지만 밑반찬이 푸짐해서 좋다.
빨간 국물이 자작하게 깔리고 감자와 무를 감싸안은 5가지의 생선이 자리잡고 있다.
다양한 생선을 먹고 남은 양념에 사리나 밥을 비벼서 먹으면 밥도둑이 따로 없다.",867,222,1089,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200326_2%2F1585185672628bVxJl_JPEG%2FF9zF9w9rhDqhkwhF6hIOyul7.JPG.jpg
541,파스타바니타 화명점,부산 북구 금곡대로285번길 5 레지던스라움,051-363-9923,"스파게티,파스타전문",4.62,"맛있는 음식과 따뜻한 정이 있는 레스토랑 파스타바니타 화명점입니다. 고객님들의 시선에서 기분좋은 식사시간이 될수있게하는 것이 저희가게의 모토이자 신념입니다. 최선의 서비스와 음식을 대접하며 항상 노력하는 매장이 될 수 있게 최선을 다하겠습니다. 다시한번 찾아주시는 모든분들께 감사드립니다. 샐러드와 파스타, 리조또, 필라프, 스테이크, 화덕피자, 하우스와인,스텔라생맥주등이 준비되어있습니다.",727,340,1067,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171128_165%2F151186452372183MDI_JPEG%2Fimage.jpg
4229,해운대이름난암소갈비,부산 해운대구 달맞이길 22,051-744-0054,"육류,고기요리",4.63,"해운대 이름난 암소갈비는 40년 전통의 갈비요리 전문점으로 신선하고 질 좋은 재료를 선별하여 오랜 경험의 기술력과 손맛을 기본으로 육질이 쫄깃쫄깃하고 감칠맛 나는 최고의 고기 맛을 만들고 있습니다. 저희 해운대 이름난 암소갈비 가족은 식사하시고 가신 시간 모두를 기억에 남도록 편안하고 쾌적한 서비스로 최선을 다하겠습니다.

0507-1320-0054
부산광역시 해운대구 중1동 1139-4
부산소고기맛집 부산맛집 부산생갈비 부산양념갈비 부산육사시미 부산암소갈비 부산한우",672,391,1063,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_297%2F16256213746950aSf8_JPEG%2FcaU_yyYs_87VIB9-FT-b-fCb.jpg
3874,온센 부산진구점,부산 부산진구 서면로68번길 18,051-818-5382,일식당,4.4,부산 대표 텐동 전문점 온센 부산점입니다.,608,452,1060,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_155%2F16469752340956U3Bk_JPEG%2FKakaoTalk_20220311_140632237.jpg
