,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,tag,image
20344,드르쿰다From제주,대전 서구 계룡로314번길 8,042-535-1356,"카페,디저트",0,"제주도에서 올라온 진짜 제주 컨셉 대형 카페 '드르쿰다 from 제주'

제주도에서 시작된 카페 '드르쿰다'가 대전에 그대로 가져온 대형카페!

제주도의 느낌을 그대로 살린 인테리어와 음료구성까지!!

넓은 공간에 넉넉한 실외,실내 공간과 포토존까지 전부 갖춘 초대형 카페

드르쿰다에서 직접 로스팅한 원두를 맛볼 수 있는 커피부터 제주 로컬 음료, 그리고 제주 맥주와 맛있는 안주, 디저트까지 고루 갖췄습니다.

드르쿰다는 실내 공간과 야외 모두 코로나 방지를 위해 방역과 사회적 거리를 유지하며 정상 영업될 예정입니다.

찾아주시는 고객님들 모두 안전한 여행 되시길 바랍니다! 감사합니다.

*1인 1음료 부탁드리겠습니다*
***반려동물은 야외만 동반 가능 합니다***",1748,912,2660,"야경, 데이트, 커피 맛집, 분위기 있는, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181206_293%2F1544076639228jY2KJ_JPEG%2F-WYsR-OBawaIemHD26I1d3Wv.jpg
15227,착한낙지 홍도점,대전 동구 동서대로 1609-2,0507-1370-5100,낙지요리,4.38,"전국 130개 착한낙지 중,
최우수 점포 착한낙지 홍도점에 오신걸 환영합니다!!!^^

맛있는 낙지볶음은 기본!!
2019년도 52000그릇 판매된 갈낙탕(산삼+낙지+갈비탕)과 전국최초로 개발, 유일하게 판매하는 갈낙쟁반까지.

전국1등 착한낙지 홍도점에 
오신걸 환영합니다!!!",2299,340,2639,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171123_43%2F1511429828002F2gTT_JPEG%2FpqdwdLHVWIztaWJkOV554M5u.jpg
1920,배스킨라빈스 대전은행본점,대전 중구 중앙로164번길 5,042-224-0481,아이스크림,4.47,None,2587,37,2624,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
2165,크리스피크림도넛 대전둔산점,대전 서구 둔산중로 46 1층,042-488-4381,도넛,4.42,"크리스피 크림 도너츠에 대해 이야기할 때, 사람들은 보통 대표적이고 잘 알려진 오리지널 글레이즈를 말합니다. 
1930년부터 변함없는 조리법으로 만들어온 오리지널 글레이즈드 도너츠는 크리스피 크림을 특별하게 만들어 주었습니다. 
방금 나온 따뜻한 오리지널 글레이즈드 도넛을 한 번도 맛보신 적이 없다면, 지금 바로 매장으로 달려오세요! 
아침과 저녁, 하루에 두 번 Hot Light이 켜지면, 매장에서 갓 만들어진 따뜻한 도너츠가 나오고 있다는 뜻이랍니다.",2429,129,2558,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_203%2F1653008099518i5shn_PNG%2FKKD_%25B7%25CE%25B0%25ED_%25B4%25EB%25C1%25F6_1_%25B4%25EB%25C1%25F6_1.png
21913,대전봉명동맛집 대손관본점,대전 유성구 문화원로146번길 17 1층,0507-1337-1990,돈가스,4.44,"**현장 이벤트
네이버 예약 or 스마트주문
영수증리뷰 작성 시
-납작만두 2p, 음료수 택1,밀면&우동사리 증정
필수태그
-대전맛집, 봉명동맛집, 유성맛집, 대전봉명동맛집

-매월 초 후기왕 당첨자 3분을 선정하여
대손관 식사권 30,000원을 드립니다.

대전시 봉명동에 위치한
밀면,돈가스,우동 맛집
진정한 맛집이란 화려하고 훌륭한 맛을 내는집이 아니라,
사람들이 기억하는 그집만의 맛을 지켜내는 곳 입니다.
늘 한결같은 맛과 서비스를 제공해 드리겠습니다.",1691,833,2524,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200630_91%2F1593514945146i8uuz_JPEG%2F44xl_cObaQUfnVIzwEVpshag.jpg
2948,유생촌 유성점,대전 유성구 엑스포로 240,042-864-3200,돈가스,4.39,None,2092,396,2488,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA4MDNfMSAg%2FMDAxNTY0Nzc3NjE3MjM1.lD_s_gz5W6KovMp0OPX4W2y1x981S8dG1BauFLULqGkg.Gsr3kDQ57PmbkSJDDLcWBBfuCNn-IjbKVGZArvG54gAg.JPEG.fkdgody%2F20190802_183031.jpg
1604,던킨 대전터미널서관점,대전 동구 동서대로 1689 (용전동),042-622-2710,도넛,4.46,던킨 대전터미널서관점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,2387,53,2440,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191013_238%2F1570940497038lr6Rq_JPEG%2F8y_z9VAtLF4nUNucsHC3MuKb.jpg
19592,백소정 대전둔산점,대전 서구 둔산로137번길 28 1층,042-488-2129,일식당,4.81,None,2367,69,2436,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210615_52%2F1623758396717YzqRA_JPEG%2FyPx2Bn-cU6Gfbx0Wt7ZXz2NL.jpg
8425,보문산호랭이,대전 중구 중교로 84-1,0507-1328-3805,양식,0,"대흥동파스타!!!
은행동파스타!!!

안녕하세요. 진짜 맛있는 파스타만
제공하는 대흥동맛집 보문산호랭이 인사드립니다.

저희 매장은 화이트 우드톤의 따듯한 감성을 가진
인테리어로 꾸며져 마치 예쁜 카페에 온듯한
느낌을 가질 수 있습니다.

위생과 청결에 신경쓰기 위해
오픈된 주방은 언제나 깔끔하게 운영합니다.

모든 요리는 주문과 동시에 조리되고 있으며
쓰이는 식재료 역시 항시 신선한 재료들로
당일 아침 공수해 준비하여 사용합니다.

맛이 고만고만 했던 시중 식당과 달리
기성소스를 사용하지 않고
보문산호랭이 오너쉐프가 직접 만든
소스들로 요리합니다.

덕분에 다른 매장들과 차별화된 맛으로
특별함을 맛볼 수 있습니다.

그 밖에도 게살크림 / 조개 / 청양베이컨
명란고사리 / 새우로제 / 미트인헬 /
차돌중화크림 / 단호박 / 차돌문어 등

다양한 파스타가 준비되어 있어
기호에 따라 주문할 수 있습니다.

*영업시간*
(월~금)
11:30 - 22:00
15:00 - 17:00 브레이크타임
(토~일)
11:30 - 22:00",1660,764,2424,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_21%2F1578048806844iiOJL_JPEG%2Fogh9t_HjZnx1RZrr96_7z06y.jpg
12864,설천순대국밥,대전 서구 둔산로51번길 66,042-482-4801,"순대,순댓국",4.39,None,2112,214,2326,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170502_159%2F1493711388950VYem8_JPEG%2FIMG_6216.
6804,CGV 대전,대전 중구 계백로 1700 백화점세이,1544-1122,영화관,4.47,"? 상영관수 9관, 2020석

주차정보
? 세이백화점 본관과 세이2 신관 주차장에 주차 가능
? 세이백화점 본관5층과 신관6층 [CGV매표소]의 이동통로 연결됨
? 세이백화점 본관6층과 신관7층 [CGV 상영관 입구]의 이동통로 연결됨 
? 주차장 운영 시간: 오전 9시~마지막 영화 끝날 때까지 운영함.(영화 관람고객 주차비 무료)",1732,588,2320,"데이트, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190909_31%2F1568029121469QDD5m_JPEG%2FNTQ2FVPVimOAvhpsv4omETX-.jpg
4066,겐로쿠우동 대전노은점,대전 유성구 반석동로40번길 92-1,042-823-8549,"우동,소바",4.5,"불맛을 제대로 살린 구운대파우동 : 구운대파의 풍미가 매우독특하고 깊은 맛의 국물은 보기드문 맛이다 
국물이 정말 맛있습니다",833,1482,2315,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180213_67%2F1518485240326Vbj9h_JPEG%2FaV0CzpQfJ4q895gKemnYCJkn.jpg
18440,화도갈비 대전유성점,대전 유성구 대학로 48-13 5층,0507-1327-9270,"육류,고기요리",4.59,대전에서 우대갈비 / 한우 티본 스테이크 드시려면 화도갈비가 전문입니다! 모든 고기와 요리는 매장에서 직접 정석으로 준비합니다! 최고의 식재료가 최상의 메뉴로 탄생하는 집! Our recipe is the ingredients!,729,1537,2266,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220622_7%2F1655897466750c6xqF_JPEG%2FIMG_1767-2.jpg
11929,권인순 갈비김치찌개,대전 유성구 노은서로76번길 75-5,042-477-8529,"찌개,전골",4.37,"노은역 인근에서 김치찌개를 전문으로 영업하는 한식당입니다. 대표 메뉴인 갈비김치찌개를 주문하면 묵은 지와 갈비를 넣고 한소끔 끓인 김치찌개를 뚝배기에 담아 내어주는데요, 갈비에 양념이 배일 때까지 끓인 후 먹으면 되지요. 검정콩을 넣고 지은 돌솥밥이 제공되므로 식후에 누룽지와 숭늉을 맛볼 수 있습니다.",1762,501,2263,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170228_253%2F1488255924928xygk4_JPEG%2F_.jpg
3576,짬뽕지존 대전둔산점,대전 서구 둔산서로 13 나우빌딩 1층,042-489-5160,중식당,4.4,"최고의 매장 분위기
최고의 짬뽕 맛
최고의 서비스
한 그릇의 짬뽕도 루이비통처럼 만들겠습니다.",1483,749,2232,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160112_48%2F1452589421265AhlYa_JPEG%2F176057594476805_0.jpeg
5751,파리바게뜨 대전선비점,대전 대덕구 동춘당로114번길 9 (송촌동 445-4) 해피존상가 1층(101호 ~ 104호),042-633-7289,베이커리,4.36,파리바게뜨 대전선비점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,2189,5,2194,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_259%2F1649839990258KCq6U_PNG%2Fimage.png
13298,파리바게뜨 대전선비점,대전 대덕구 동춘당로114번길 9 (송촌동 445-4) 해피존상가 1층(101호 ~ 104호),042-633-7289,베이커리,4.36,파리바게뜨 대전선비점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,2189,5,2194,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_259%2F1649839990258KCq6U_PNG%2Fimage.png
10963,권영분 영동뜨끈이,대전 중구 대전천서로 375-1,042-221-4265,해장국,4.41,"어머니의 손맛이 느껴지는 등뼈 해장국 전문점입니다. 대전에서는 이미 맛집으로 소문이 자자한 곳인데요. 푸짐한 양과 시원하고 얼큰한 국물은 한끼 식사로도, 술안주로도, 해장으로도 인기가 많습니다.",1880,304,2184,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170728_84%2F1501215439415IGryV_JPEG%2F20161228_124940.jpg
19251,두두당,대전 대덕구 대청로 234,042-933-0086,"카페,디저트",0,반려견 동반시 야외 테라스 및 야외 매장 이용 가능,1145,1034,2179,"데이트, 커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA1MjhfMjQx%2FMDAxNjUzNzMyOTg2MDE0.uNTOErg4c7lItVf07I0jnxqVozUtAUuC1TqzLMzuQeog.QmOAwcZ7QrlSM6QcIWZEbIZAriKmk5wVsM0PIpZkZVQg.JPEG.dnjswl1207%2FIMG_5646.jpg
15559,떡반집 본점,대전 서구 둔산로 8,042-472-2921,종합분식,4.62,"※재료가격의 인상으로 인해
불가피하게 가격이 인상되었습니다.
많은 양해 부탁드립니다.

※배달 2만원 부터 (배달비 3000원)
 ㄴ둔산, 탄방, 월평, 갈마, 괴정
 ㄴ 그 외 지역은 단체 배달 가능합니다.",1555,609,2164,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTExMjRfMjcz%2FMDAxNTc0NTg4NzE0MDMy.8kOQ5vtniF_mnLeEJyDanEpP1W40Mr4HMQ_sxG8Fot0g.R6K4_90NPUvbTNmnyVwiNANAA_VyvLAdfQ8RTEGUkJ8g.JPEG.love_creative_%2F1574588710204.jpg
767,배스킨라빈스 대전송촌점,대전 대덕구 송촌북로16번길 58 (송촌동) 1층,042-627-3131,아이스크림,4.3,배스킨라빈스 대전송촌점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,2108,22,2130,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
6975,싶빵공장 둔산월평점,"대전 서구 청사로 130 청사로프라자 105호, 월평동",042-488-1856,베이커리,4.52,"싶빵공장은 맛보고 싶은 빵과 머물고 싶은 공간을 드리고자 하는 페이스트리 전문점입니다.
싶빵공장 본점(대전 도안 가수원동)과 싶빵공장 둔산월평직영점(대전 둔산동 월평동)이 있습니다.",2004,125,2129,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190406_57%2F1554498251408OvVPX_JPEG%2FkP4i5nJleB4BAPGEzy-P4OgL.jpg
17743,강남면옥 둔산점,대전 서구 둔산로123번길 15,0507-1405-9996,냉면,4.28,"둔산동 검찰청 앞에 위치한 냉면 전문 한식당입니다. 얇은 면의 함흥식 냉면으로 절인 무, 오이, 편육을 얹고 얼음을 동동 띄워 내오는 물냉면이 대표 메뉴인데요. 매콤한 양념의 비빔냉면과 숙주나물을 넣어 만든 수제 만두도 인기
또한 소갈비찜이 대표메뉴입니다.",1500,606,2106,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190724_8%2F15639432871411Jyp3_JPEG%2F6kFzL599wLSCFMaRBZVNtQZo.jpg
12159,신화수산활어회타운,대전 중구 산서로 16,042-476-8883,생선회,0,명절에도 정상영업합니다,2039,53,2092,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190124_192%2F1548319733861NfsG8_JPEG%2F0Apb-yNO0vfIBTcg-TglQfZ2.jpg
3777,롯데리아 대전송촌점,대전 대덕구 동춘당로94번길 11-7 광혜빌딩,042-638-3333,햄버거,4.37,None,2060,20,2080,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210811_97%2F1628685223497nHmOH_JPEG%2F2PrXDHwqNI5rcweI1OdbiAgg.jpg
21807,이비가짬뽕 유성본점,대전 유성구 문화원로 39,042-823-7484,중식당,4.36,"대전에서 시작해 대한민국 대표 짬뽕 브랜드가 된 이비가짬뽕의 대전 본점입니다.
사골과 토종닭, 한약재를 넣어 푹 고아 만든 한국 최초 짬뽕국물 제조특허 육수와 
알칼리수로 반죽하고 숙성시켜 소화가 잘 되는 생면은 건강까지 생각한 이비가짬뽕만의 비밀입니다.
이비가짬뽕과 함께 초벌 없이 1번만 튀긴 탕수육이 대표 메뉴입니다.",1470,574,2044,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMzFfMjA5%2FMDAxNjA5MzgwMzE3MTE2.XQ_gr4qNstRGjUrv7GiFWEU9xLza8B_F_cMtVnjKDYMg.a0ZcYi7bBW2IUR2D4OHkuHDPXUs6H3YbeSGssXa-jNYg.JPEG.akamelove87%2FP20201102_184757208_591CE874-B496-4CE5-9511-AC102C001995.jpg
6032,CGV 대전터미널,대전 동구 동서대로 1689 대전복합터미널 동관 3층,1544-1122,영화관,4.36,None,1626,411,2037,"데이트, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190909_31%2F1568029121469QDD5m_JPEG%2FNTQ2FVPVimOAvhpsv4omETX-.jpg
10484,써브웨이 대전관평점,대전 유성구 관들1길 49 1층,0507-1462-5602,샌드위치,4.54,None,1981,55,2036,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg
12402,홀리크로스,대전 서구 둔산로 25 6층,042-485-4688,카페,4.62,None,1597,437,2034,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210130_60%2F1612007563340inspv_PNG%2FYJE6Pt1_T1YzKdFztKcRzTpx.png
12993,파리바게뜨 복합터미널승차장점,대전 동구 동서대로 1689 (용전동) .,042-622-8284,베이커리,4.37,파리바게뜨 복합터미널승차장점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,2015,6,2021,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_69%2F1649840218482q0ucm_PNG%2Fimage.png
16010,아저씨돈까스,대전 중구 중앙로164번길 22-7,042-221-6595,돈가스,4.3,None,1482,529,2011,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_69%2F15883231860885Kjhd_JPEG%2F9e3AdDRLm8VS0t3AwHc64rhu.jpg
14911,추어명가 본점,대전 유성구 현충원로347번길 45-6 1층,0507-1405-2006,추어탕,0,"대한민국 1등 맛집 추어명가입니다.
가성비 좋은 추어탕, 매운탕을 드실 수 있습니다.

추어명가는 재래식 조리과정을 고집합니다.

매일 아침마다 매장에서 직접 살아있는 싱싱한 미꾸라지를 전통방식인 가마솥에 끓여내기에 깊은맛이 살아있습니다

손님들에게 건강하고 정직한 먹거리를 선사해드리기 위해 앞으로도 저의 추어명가는 항상 최선의 노력을 다할 것을 약속드립니다

우리 먹는 것이 곧 우리가 되듯,
엄선된 식재료와 정성으로 고객님의 한끼를 소중하게 대접하겠습니다.

찾아와주시는 모든 발걸음에 진심으로 감사드리며 언제나 고객님의 소리에 귀기울이고 고객님의 입맛에 발맞추며 노력하고 정진하는 추어명가 되겠습니다",1573,379,1952,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201015_56%2F1602723146847L1W01_PNG%2FQeGVrGgRUTJ6VTN5mOO1khjd.png
18325,KFC 유성온천,대전 유성구 대학로 3,042-824-9034,햄버거,4.39,None,1883,62,1945,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMTVfMTUx%2FMDAxNjEwNjg1MDI2MzM5.erTlBTxKXtq7dbg2dNPGWnV-cQwNUNgufKl9AUeSt28g.X6cJptJW7sVcq0nmUWmPTq-K0JKKIjgJUpbYCRC6mo0g.JPEG.01194048562%2F20201227%25A3%25DF191750.jpg
12082,황우마을,대전 유성구 계룡로113번길 73,042-823-2216,소고기구이,4.55,"대전 충남대 정문 인근에 위치한 유성맛집입니다. 질좋은 가성비 소고기를 무한리필 할 수 있는 집입니다. 유성맛집으로 이미 많은 손님들께서 오래도록 방문해주고 계시며
VJ 특공대에도 수차례 방영되었던 황우마을입니다.
유성맛집 찾으시는 분들은 꼭 들려보시길 바랍니다.",520,1424,1944,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220602_39%2F1654143418843pHiOd_JPEG%2FIMG_2977.jpg
5156,시민칼국수,대전 중구 대흥로10번길 5,042-254-0888,"칼국수,만두",4.44,#NAME?,1480,460,1940,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200629_191%2F1593432990903keGzG_JPEG%2FMDGzIBbQ5Pg7armoa8eEBlYT.jpg
6927,시쥬 대전중앙로지하상가점,"대전 중구 중앙로 145 대전중앙로지하상가 C가12,C가13",042-222-5252,"카페,디저트",4.38,None,1860,70,1930,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODEyMjFfOTEg%2FMDAxNTQ1Mzg0MTU5NTc5.MRxy2MM57LrZMzGWbW_XcISSuTXqMD5k9V5CrWybkKUg.JyxF0E8EK9ijXP9Zm8eplACdNR4djYxo_FcFyFQPl2og.JPEG.sej263758%2FIMG_1634.jpg
13177,마하,대전 유성구 수통골로 53,042-822-6004,"카페,디저트",0,None,1640,242,1882,"야경, 커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200706_187%2F1594022229525T0egT_PNG%2FiZf_NdCTVDEbZx1h7b3GLRfi.png
16004,원미면옥,대전 동구 옥천로 421,042-286-7883,냉면,4.33,None,1331,541,1872,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180723_273%2F1532311179928LNWse_JPEG%2FFIhVkd-9WjE_y6_M7vXLOgUK.jpg
7751,르뺑99-1,대전 유성구 온천북로33번길 22-3 101호,0507-1416-9914,베이커리,4.43,None,1439,405,1844,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190216_128%2F1550272233358f9vdX_JPEG%2F3xZlLL-GACPA62CYVSd6vMOU.jpeg.jpg
14961,플레이스 플로라,대전 동구 회남로 57-54,0507-1318-8001,이탈리아음식,0,"이태리 레스토랑 플레이스 플로라 입니다.


소규모 10명 부터 120명 소규모 연회

와인파티, 야외 및 실내 웨딩, 소규모 단독홀 돌잔치
VIP초청 기업 행사, 프레젠테이션 시설이 준비된 간단 세미나 홀 대관 및 식사",1203,630,1833,"데이트, 분위기 있는, 든든한, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220624_231%2F1656069366976t9Y2m_JPEG%2F20211003-L1000931.jpg
5300,던킨 대전역사점,대전 동구 중앙로 215 (정동) 대전역 4층,042-223-3303,도넛,4.49,던킨 대전역사점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1765,23,1788,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_275%2F1441031252970xRJrS_JPEG%2F166176613128992_0.jpg
2886,몽뜨,대전 서구 원도안로257번길 48 1층,0507-1474-2900,브런치,4.41,"7월 휴무일은 11일, 25일 입니다. 예약X",1322,441,1763,"데이트, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190311_64%2F1552270205648Ndk4J_JPEG%2FSSEKJNkkQZyQmykadsRNAWWD.jpg
11153,바르다김선생 대전시청점,"대전 서구 둔산중로 50 파이낸스빌딩 104호,105호",042-489-1365,분식,4.34,None,1658,104,1762,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180514_107%2F1526279778335XG5hi_JPEG%2FHQJ4NtG9eLYWJQXBqEndipN0.jpg
15084,가마솥보은순대,대전 서구 신갈마로 58-17 인터빌아파트,042-535-7605,"순대,순댓국",4.4,None,1569,167,1736,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTExMTFfODIg%2FMDAxNTczNDU0NzAyNTM0.WnjskPK3IC4VYrLqdlG51LxiA6AzUsK0CvtI4VZpeMkg.SOFGqQvDrsYt01Jx8eDF7h2gD-fosFiaPaDwkgDVJxkg.JPEG.soy665%2F3.jpg
6233,생어거스틴 대전시청점,대전 서구 둔산중로46번길 22,042-488-1125,아시아음식,4.65,"2009년, '서울 속 프랑스' 서래마을의 작은 레스토랑으로 시작한 생어거스틴.
여러분의 격려와 사랑 속에 전국 40여개의 매장을 통해 고객을 모실 수 있는 기회를 얻을 수 있었습니다.
태국 현지인 쉐프가 책임지는 바로 그 맛! 태국을 대표하는 메뉴들을 아늑하고 낭만적인 분위기에서 경험해 보시기 바랍니다.
국내 최대의 아시안푸드 전문점으로 자리매김하고 있는 생어거스틴.
(단체예약은 전화문의 부탁드립니다!)",1358,372,1730,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180130_5%2F1517303664162ay0od_JPEG%2F0jh8z3iDOY7g0tjksUl5xv2o.jpg
8183,투썸플레이스 대전용전DT점,대전 동구 한밭대로 1246,042-623-2388,카페,4.41,None,1673,55,1728,"커피 맛집, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_212%2F1578963917735dksO8_JPEG%2FCS0oO9wKL8oCoFKv5D_JN69C.JPG.jpg
4802,미소본가스마일칼국수,대전 중구 보문로230번길 82,042-221-1845,"칼국수,만두",4.39,None,1362,358,1720,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210101_252%2F1609471323179hVlBa_JPEG%2FjqTFMZ6IGaqEYbbnu8ywgli5.jpg
11300,에머이 대전둔산점,대전 서구 대덕대로 226,0507-1434-2599,베트남음식,4.42,None,1171,525,1696,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170306_252%2F1488780817045SB2F8_JPEG%2F186255587360101_0.jpeg
12292,동소예,대전 중구 충무로 125,042-253-0606,생선구이,4.39,None,1217,475,1692,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200119_176%2F1579411698769AJAOF_JPEG%2FPciRR8vfbTFGm8GOhwJ9tetb.jpg
10237,I got everything,대전 서구 청사로 189,070-7757-1112,"카페,디저트",4.3,None,1666,0,1666,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180326_147%2F1522068221332QUYzO_JPEG%2F7swKlEy6Rp3muJSabsRiqq9e.jpeg.jpg
