,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,image
6057,롯데리아 잠실롯데월드몰B1점,서울 송파구 올림픽로 300 롯데월드몰 B1,02-3213-4785,햄버거,4.3,None,5696,95,5791,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170721_14%2F1500616330983EyUOY_JPEG%2Fimage.
13133,스타벅스 군자역점,서울 광진구 천호대로 548,1522-3232,카페,4.46,1.주차불가능 (건물내 유료주차장 이용),5530,225,5755,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
25011,던킨 라이브 강남,서울 서초구 강남대로 373 홍우빌딩 1층,02-3475-1031,도넛,4.46,던킨 라이브강남점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,4931,801,5732,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_131%2F1631155339888lVkLC_JPEG%2FacZndlHJEYYzB5AY1uYFxZGc.jpg
16092,스타벅스 영등포역점,서울 영등포구 경인로 870,1522-3232,카페,4.47,1.주차 불가능,5567,112,5679,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
16716,스타벅스 강남R점,서울 강남구 강남대로 390,1522-3232,카페,4.51,1. 주차 불가,5140,536,5676,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
27570,스타벅스 서울대입구역점,서울 관악구 남부순환로 1812,1522-3232,카페,4.47,주차 불가,5410,256,5666,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
5508,스타벅스 문래역점,서울 영등포구 당산로 34,1522-3232,카페,4.41,1.주차가능 2.상가주차장 3.10대 이상 4.조건부 무료(스타벅스카드 충전 제외 / 1만원이상 영수증 당 1시간 무료 / 최대 1시간 가능) 5.파트너에게 요청,5558,97,5655,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
5688,스타벅스 마로니에공원점,서울 종로구 대학로 116,1522-3232,카페,4.44,1.주차 불가능,5460,163,5623,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
5914,스타벅스 신림타임스트림점,서울 관악구 신림로 330,1522-3232,카페,4.48,"1.주차가능 2.주차위치-타임스트림 지하주차장 3.주차대수-10대 이상 4.주차조건-조건부무료(영수증 1만원이상 1시간, 3만원이상 2시간, 5만원이상 3시간 무료) 5.주차요금정산방법-파트너에게 요청",5469,151,5620,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
29318,카카오프렌즈 강남플래그십 스토어,서울 서초구 강남대로 429 유창빌딩 1~2층,02-6494-1100,"문구,팬시용품",4.55,None,2638,2966,5604,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200127_271%2F1580094918264IrMb8_JPEG%2FmujBDg5pLhfcczKc6P2fDLbn.jpg
11532,로쏘 1924 나폴리 화덕피자 홍대점,서울 마포구 홍익로 29 1층 로쏘 1924 나폴리 화덕피자,0507-1332-1924,피자,4.68,"나폴리피자 세계 최고의 명장 아돌포 말레타와의 약속
 나폴리피자 가격은 비싸서는 안된다 는 철학으로
국내최초 나폴리피자 나폴리 현지 맛과 가격으로 대중화 선언 (가격50%인하) 샐프서비스라서 가격이 합리적입니다

신선 야채를 제외한 모든 식자재 100% 최고급 이탈리아에서 수입 사용합니다.

나폴리피자 최고의가문(지우스티니아니)의 계승자인 나폴리 화덕
피자 47년 명장 로사리오가 서울 홍대에 와서 직접 참나무 장작
화덕에서 최고의 나폴리피자를 굽고 있습니다.
마리나라(7,900원), 마르게리타(10,900원) 로 이탈리아 나폴리의
진정한 맛을 보시러 로쏘1924로 오세요.

Why not keep it casual? 나폴리 화덕피자는 꼭 비싸야 하나?
최고의 이태리 수입재료100% (각종치즈, 토마토 소스, 액스트라 버진 올리버오일, 밀가루)들을 사용하여 화덕피자의 고급짐은
유지하되 좀 더 캐주얼한 분위기와, 디자인,
그리고 부담스럽지 않은 가격대로 화덕피자의 대중화를 꿈꿉니다.",4178,1420,5598,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200423_81%2F15876418412259aipQ_JPEG%2F16FkkPynDssL3_JyQhLBsHYt.jpg
16813,스타벅스 쌍문역점,서울 도봉구 도봉로 480,1522-3232,카페,4.42,1.주차 불가능,5395,197,5592,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
1609,아웃백스테이크하우스 여의도점,서울 영등포구 국제금융로8길 6,0507-1333-2961,패밀리레스토랑,4.47,"아웃백 스테이크하우스는 전 세계 21개국 1,000여 개 매장을 보유한 세계적인 캐주얼 다이닝 스테이크 레스토랑 브랜드입니다. 호주 대 자연의 아름다움과 따뜻함을 느낄 수 있는 매장 인테리어와 함께 홈메이드 방식으로 조리되는 신선하고 풍부한 메뉴를 만날 수 있습니다. 호주산 소고기만을 사용하는 아웃백의 대표 메뉴 스테이크는 육즙이 풍부하고 부드러운 부위만을 엄선하여 고기가 가장 맛있는 따뜻한 온도의 플레이트 위에 제공하여 최상의 맛을 경험할 수 있도록 합니다.",4997,573,5570,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211216_58%2F1639622526384pUb9q_JPEG%2F%25BE%25F7%25C3%25BC_%25BA%25ED%25B7%25A2%25B6%25F3%25BA%25A7.jpg
18765,맥도날드 청담DT점,서울 강남구 도산대로 407 맥도날드,070-7017-0493,햄버거,4.39,None,5414,142,5556,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191010_242%2F1570662781452NUFxq_JPEG%2FyuCiLAbi1FkmoYmZ1e5E7PjQ.jpg
4019,빕스 프리미어 등촌점,서울 강서구 공항대로 311 빕스(VIPS),02-3661-1997,패밀리레스토랑,0.0,보다 특별한 프리미엄 스테이크 다이닝 빕스 프리미어 등촌점입니다.,4949,604,5553,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200113_83%2F1578911496982gLLjs_JPEG%2FGvrz2b0XvS6iNkplqgvP_4iE.jpg
5356,스타벅스 광화문점,서울 종로구 세종대로 167,1522-3232,카페,4.48,주차불가능,5181,348,5529,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
23664,코끼리베이글,서울 영등포구 선유로 176 코끼리베이글,070-4184-0082,베이글,4.41,"[차량 이용 고객]
가까운 구청별관 공영 주차장을 이용 바라겠습니다.
<마감시간 재료 소진 시 까지>
<주말,공휴일 판매 개수 8개 제한>
※화덕장작불에 하나 하나 수작업으로 구워지다보니 생산량에 제한이 있어 부득이하게 개수 제한을 두게 된 점 양해부탁드립니다.",4107,1421,5528,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170526_195%2F14957712764547WjT5_JPEG%2F186475415131029_0.jpeg
16896,맥도날드 중계역점,서울 노원구 동일로 1341 장우빌딩,070-7017-0455,햄버거,4.38,None,5447,80,5527,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNjEyMTBfMTY2%2FMDAxNDgxMzAyNzc3NTk2.xEyih-bN-dOoowfs23KL-aDcuw45hzknbtAn41MdE70g.v5HHuDaI2xA_TYpUnmc3vU3sb97uUmhpuCM3LWNOhcwg.JPEG.godlovedmsal%2FSAM_1135.
15771,스타벅스 사당역점,서울 동작구 동작대로 21,1522-3232,카페,4.45,주차불가능,5294,203,5497,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
25394,캐틀앤비 양재점,서울 서초구 양재천로 131 1층,0507-1426-2737,"카페,디저트",0.0,"캐틀앤비 양재점에서는 최고 실력의 셰프, 바리스타가 함께 어우러져 고객들에게 최상의 서비스를 제공하기 위해 노력하고 있습니다.

맥주 와인 브런치 베이커리 떡볶이 치킨 커피 모든 것이 가능한곳 캐틀앤비 입니다


가족, 연인, 친구와 함께 언제라도 부담 없이 찾을 수 있는 편안한 공간을 만들기 위해 최선을 다하겠습니다.

<공지사항>
*코로나 방역 수칙* 
음료 및 음식 섭취를 제외하고 마스크 착용

주말과 공휴일에 PC사용을 금지하고 있습니다. 

평일에는 일부자석을 제외한 매장네 자유롭게 PC사용이 가능합니다. 

코로나 방역수칙과 고객분들 안전을 최우선으로 하며 원할한 매장운영을 위한 방침을 양해해주시면 감사하겠습니다.

*식사 이용 시간*
동계 운영시간:브레이크타임 없습니다
식사시간 10:30 부터 마감까지 하루 종일 가능 합니다

하계 운영시간

식사시간 11:00 부터 마감까지 하루 종일 가능합니다

맥주 와인 브런치 베이커리 떡볶이 치킨 커피 모든 것이 가능한곳 캐틀앤비 입니다
*발렛 주차 이용 가능 시간*
10:00~21:00

*영업시간*
동계 영업시간
10:00~25:00

하계 영업시간
09:00~ 25:00 

익일 01시 까지 영업 
심야 시간 까지 영업 시간 확장으로 
다채로운 와인과 맥주를 편하게 즐기실 수 있습니다


*반려동물 동반 시 테라스만 이용 가능합니다.",3341,2151,5492,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_34%2F1646974095997EhBk8_JPEG%2FKakaoTalk_20220311_090537474_03.jpg
24888,마초쉐프 강남본점,서울 강남구 강남대로106길 29 1층,0507-1392-8886,이탈리아음식,4.71,"강남역 맛집 마초쉐프의 차별화된 인테리어, 고급진 소품, 트렌디한 음악, 저렴하고 푸짐한 양, 맛있는 화덕피자와 불타는 삼겹살스테이크, 파스타의 풍미!",3799,1679,5478,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181017_295%2F1539760407307VqTwf_JPEG%2FWoCvtxZO6LDFGI_2w7jnNwyj.jpg
17484,맥도날드 굽은다리역DT,서울 강동구 양재대로 1587,070-7209-0553,햄버거,4.45,None,5401,74,5475,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAyMTlfMTQw%2FMDAxNTUwNTg1MzIzNjU2.i6bJpRsC6CvXc3cgMKwR3BH6Y8lXZBDti6sl32eQzYsg.OJHCB8GsA8Qyj6svRP0To-IWk6mRQLsoBEpqhYj-sY4g.JPEG.mctop002%2FKakaoTalk_20190219_230705560.jpg
22589,아웃백스테이크하우스 동대문점,서울 중구 장충단로13길 20 현대시티아울렛 9층,02-2283-2902,패밀리레스토랑,4.44,"아웃백 스테이크하우스는 전 세계 21개국 1,000여 개 매장을 보유한 세계적인 캐주얼 다이닝 스테이크 레스토랑 브랜드입니다. 호주 대 자연의 아름다움과 따뜻함을 느낄 수 있는 매장 인테리어와 함께 홈메이드 방식으로 조리되는 신선하고 풍부한 메뉴를 만날 수 있습니다. 호주산 소고기만을 사용하는 아웃백의 대표 메뉴 스테이크는 육즙이 풍부하고 부드러운 부위만을 엄선하여 고기가 가장 맛있는 따뜻한 온도의 플레이트 위에 제공하여 최상의 맛을 경험할 수 있도록 합니다.",4887,583,5470,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211216_58%2F1639622526384pUb9q_JPEG%2F%25BE%25F7%25C3%25BC_%25BA%25ED%25B7%25A2%25B6%25F3%25BA%25A7.jpg
28283,리틀넥 청담,서울 강남구 도산대로51길 17,0507-1400-1476,이탈리아음식,4.5,"안녕하세요. 리틀넥 청담점입니다.

**<리틀넥은 예약이 불가합니다>**
* 와인콜키지 1병당 2만원
* 주중(월-목) 브레이크타임 : 오후3시-오후5시 (라스트오더 2시30분)
* 주말(금-일) 브레이크타임 없음",2123,3309,5432,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180616_139%2F15291117010314NJzJ_JPEG%2FPT71QPVhkXU6A7yC8golpEZj.jpg
7176,파리바게뜨 카페수유역점,서울 강북구 도봉로 337 (수유동) [수유역 7번출구 앞],02-907-8202,베이커리,4.35,파리바게뜨 PB카페수유역점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,5347,46,5393,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200228_194%2F1582885750740L5mCN_JPEG%2FlrKCYhVdThPc5oJXe_0RPzen.jpg
26132,배스킨라빈스 타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 B1 B109,02-2638-2033,아이스크림,4.4,None,5278,67,5345,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
14584,원조순희네빈대떡,서울 종로구 종로32길 5,02-2264-5057,"전,빈대떡",4.37,None,2555,2750,5305,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160108_16%2F1452233615848qwMos_JPEG%2F176058554355524_0.jpg
15440,커피한약방,서울 중구 삼일대로12길 16-6,070-4148-4242,카페,4.42,None,2939,2315,5254,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190121_43%2F1548072497857Io2mn_JPEG%2Fsx5JPzlvf2rWu5Lbcu_Rdh6X.jpeg.jpg
12523,뷰클런즈,서울 송파구 백제고분로43길 10 1층,070-4065-4860,"카페,디저트",4.75,"뷰클런즈(舊 뷰클랜드)는 쉼이 필요한 어른들을 위한 카페입니다.
피곤하지 않을 정도의 전시와 스웨덴에서 온 커피를 준비했습니다.",4020,1224,5244,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210214_182%2F1613232594246vvgzA_JPEG%2FOUShKgfN8B-eS5jM7K3-TiRB.jpg
22931,폴바셋 파미에스테이션점,서울 서초구 사평대로 205 센트럴시티 파미에스테이션 FP102호,02-6282-3025,카페,4.46,폴바셋 파미에스테이션점,5051,188,5239,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160415_146%2F1460709449091EgPur_JPEG%2F176365576748534_0.jpeg
16720,소금집델리 안국,서울 종로구 북촌로4길 19 1층,0507-1317-2617,샌드위치,4.42,None,2984,2143,5127,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191008_103%2F1570510463854OdGtr_JPEG%2FIqwcd4sVBhOvT6sPHY2DF0f9.jpg
11877,노브랜드버거 코엑스점,서울 강남구 영동대로 513 1층,02-501-1582,햄버거,4.32,"NoBrand Burger!
가성비 좋은 가격으로 푸짐하고 독자적인 감칠맛나는 서양식 패스트 캐쥬얼 음식을 제공합니다.
WHY PAY MORE? IT'S GOOD ENOUGH.",4590,497,5087,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220419_75%2F1650369952335mqveQ_PNG%2F200409-NBB-%25BF%25A5%25BA%25ED%25B7%25B3-%25B1%25E2%25BA%25BB%25C7%25FC-%25B3%25EB%25B6%25F5%25BB%25F6-%25C3%25D6%25C1%25BE.png
23389,커피 리브레 타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 112호 커피 리브레,02-2635-0615,카페,4.41,"세계 여러 곳의 산지를 방문해 커피를 사옵니다.
늘 고심하며 로스팅하고 매주 새로운 싱글 오리진 원두를 선보입니다.

[프로젝트 경성방직] ON
등록문화재 제 135호인 경성방직 사무동 건물에 있는 커피리브레는 오월의 종과 함께 작가를 지원하는 전시 프로그램을 운영 중입니다. 계절마다 새로운 작가의 작품을 관람하실 수 있습니다.",4794,277,5071,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160317_90%2F14581984095966B8KQ_JPEG%2F176267563669361_0.jpeg
13639,브레이크아웃이스케이프,서울 마포구 와우산로 102 3층,0507-1413-3527,방탈출카페,4.82,"전세계 5개국 45만명 이상 호평한 게임으로 평범한 방탈출 게임과는 다른 차별화된 연출, 기발한 마술 요소, 영화 속의 주인공이 되어 체험하는 스토리로 많은 분들께 사랑받고 있습니다.

연인에게는 서로를 의지하는 시간, 친구들과는 잊지 못할 추억, 동료들과는 팀워크를, 아이들에게 참신한 경험을 선사합니다.

저희 브레이크아웃은 이미 5만명이 넘는 분들이 이용하시고 수천개의 리뷰를 남겨주실 만큼 아낌없는 찬사를 보내주고 계신데요.
에이.. 뭐 다 똑같은 방탈출 아니겠어?
브레이크아웃은 다릅니다.
직접 경험해 보세요.

@홍대 방탈출 카페 네이버 최고평점 4.82/5.0
@4,000개가 넘는 네이버 고객 리뷰와 친구에게 추천하는 믿고 가는 방탈출!
@세계 최초로 롤플레잉을 접목해 캐릭터 선정을 통한 전략 게임
@영화 같은 스토리를 가진 테마, 독특한 퍼즐로 구성! 자물쇠, 단순한 방탈출을 잊어라!
@'팀빌딩', '가족', '친구', '동료', '연인', '재방문'
@'한 번도 안 해본 사람은 있어도, 한 번 만 해본 사람은 없다!'
@브레이크아웃에서 영화속 주인공이 되어 새로운 추억을 만들어 가세요.
@홍대놀거리, 홍대데이트,홍대방탈출, 서울방탈출",4551,510,5061,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181004_195%2F1538660971004FmMbo_JPEG%2F%25BC%25F6%25BB%25F3%25C7%25D1_%25C7%25D1%25C0%25C7%25BF%25F8_%25BD%25BA%25B3%25C0.
23264,가메골손왕만두 남대문본점,서울 중구 남대문시장4길 42,02-755-2569,만두,4.4,"정성들여 만드는 40년 전통의 남대문 가메골 손만두 입니다.
배달앱으로 반경5km이내 배달시작합니다(일부메뉴)",4242,816,5058,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA2MTFfMjMy%2FMDAxNTI4Njg0OTYyODg4.0SF8AVP_sWXqJ4Ck0DkyLOPHTauvMB377m9-hBeM83Ug.BDu467HUsJmZCFLk-lNyDOTJw8kZFkFp05s-mdG_xEwg.JPEG.rlrud8707%2F%25BC%25AD%25B4%25EB%25B9%25AE%25BD%25C3%25C0%25E5_%25B8%25C0%25C1%25FD_%252811%2529.
29277,채빛퀴진,서울 서초구 올림픽대로 2085-14,02-3477-3100,뷔페,4.51,"주중점심(44,000원) / 주중저녁(58,000원) / 주말&공휴일(70,000원)

채빛퀴진은 차별화된 시그니처 메뉴를 라이브로 제공하는 국내 유일의 수상 뷔페 레스토랑입니다.

※영업시간 안내
-주중(월~금)
 *점심 11:30~15:00(30분 전 메뉴 마감)
 *저녁 18:00 ~ 21:30
 -주말(토,일,공휴일)
 *토요일 점심 11:30 ~ 14:30
 *토요일 저녁 [1부] 17:00 ~ 19:00 / [2부] 19:30 ~ 21:30
 *일요일&공휴일 점심 [1부] 11:20~13:20 / [2부] 13:50~15:50
 *일요일&공휴일 저녁 18:00 ~ 21:30

※현재 사회적 거리두기와 예약 상황에 따라서 영업운영 시간 변경이 있을 수 있습니다. 사전에 영업시간 문의 부탁드립니다.",4419,611,5030,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_160%2F1440994832279itkUC_JPEG%2F166458518338411_10.jpeg
2940,채빛퀴진,서울 서초구 올림픽대로 2085-14,02-3477-3100,뷔페,4.51,"주중점심(44,000원) / 주중저녁(58,000원) / 주말&공휴일(70,000원)

채빛퀴진은 차별화된 시그니처 메뉴를 라이브로 제공하는 국내 유일의 수상 뷔페 레스토랑입니다.

※영업시간 안내
-주중(월~금)
 *점심 11:30~15:00(30분 전 메뉴 마감)
 *저녁 18:00 ~ 21:30
 -주말(토,일,공휴일)
 *토요일 점심 11:30 ~ 14:30
 *토요일 저녁 [1부] 17:00 ~ 19:00 / [2부] 19:30 ~ 21:30
 *일요일&공휴일 점심 [1부] 11:20~13:20 / [2부] 13:50~15:50
 *일요일&공휴일 저녁 18:00 ~ 21:30

※현재 사회적 거리두기와 예약 상황에 따라서 영업운영 시간 변경이 있을 수 있습니다. 사전에 영업시간 문의 부탁드립니다.",4416,609,5025,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_160%2F1440994832279itkUC_JPEG%2F166458518338411_10.jpeg
11960,스타벅스 뚝섬역점,서울 성동구 아차산로 42,1522-3232,카페,4.5,1. 주차불가능,4884,120,5004,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
15639,배스킨라빈스 연신내역점,서울 은평구 통일로 855-7,02-357-5393,아이스크림,4.43,None,4912,84,4996,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
631,만동제과,서울 서대문구 연희로 32,0507-1404-5079,베이커리,4.5,주차 불가,3038,1915,4953,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200117_255%2F1579195190989VwtHw_JPEG%2FT1fpD1VU4IP4JgPxH0Sl3ild.jpeg.jpg
15029,김영모과자점 잠실에비뉴엘점,서울 송파구 올림픽로 300 롯데백화점 에비뉴엘 월드타워점 5층,02-3213-2543,베이커리,4.44,"1982년 서초동 6평 공간에서 시작한 김영모과자점은 우리나라 최초로 천연발효빵을 만들었으며, 몽블랑 빵을 처음 만든 곳입니다. 직영점으로만 운영되고 있는 김영모 과자점에서 제대로 된 빵과 과자 그리고 케이크를 맛보세요.",4325,608,4933,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200811_149%2F1597149466896sfkwy_JPEG%2F556mYnDSycniz2FQZevJ1wMN.jpeg.jpg
29321,아우어베이커리 가로수길점,서울 강남구 강남대로162길 39,02-546-3800,베이커리,4.46,"아우어베이커리는 빵과 커피 이상의 경험을 파는 공간입니다. 

더티초코, 빨미까레 등의 시그니처 메뉴와 특색 있는 공간은 브랜드의 대표 아이덴티티로 고객의 일상 속 꾸준한 사랑을 받고 있습니다.",3085,1843,4928,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_97%2F1636107601780TrqI2_JPEG%2FOnJPmYPyIf_RSHBS6yimM9C5.jpg
28965,피오니,서울 마포구 독막로7길 51,02-333-5325,케이크전문,4.42,딸기케이크 및 디저트와 음료를 판매합니다.,2462,2462,4924,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_255%2F1441019887484gvjPT_JPEG%2F166580553074202_0.jpg
13608,파이프그라운드,서울 용산구 한남대로27길 66 지하1층,0507-1467-1500,피자,4.54,"안녕하세요. 안내 사항 확인 바랍니다.

*예약 안내
저희는 예약을 운영하고 있지 않습니다. 현장 방문부탁드립니다.

*현장 포장 판매 안내
현장에서 피자 포장 판매가 가능합니다
현장 방문하여 결제 진행, 현장 대기가 아닌 매장 외부에서 20분간 대기 후 방문하여 픽업 부탁드립니다
(대기 시간을 줄이시기 위해 배달앱을 이용하시면 더욱 편리합니다)

매장 내 전화 연결이 불가능하여 문의사항은 카카오톡 플러스친구 ' 파이프 그라운드'를 통해 문의 바랍니다.

카카오톡 플러스 친구 URL 주소
http://pf.kakao.com/_jWZlj

감사합니다.",2346,2538,4884,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181002_182%2F1538469122390UPkXG_JPEG%2FVaFhZT27PCcM6HJ4Fvf0XIt_.jpg
24049,오장동흥남집 본점,서울 중구 마른내로 114 흥남집,02-2266-0735,냉면,4.28,None,3395,1427,4822,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_189%2F1441017513661hW7Tl_JPEG%2F11678488_0.jpg
21242,고구려짬뽕집,경기 시흥시 수인로 3472-22,031-317-3636,중식당,4.32,"수타면을 사용하여 만든 다양한 짬뽕 메뉴가 인기인 중식당입니다. 일반적인 맛을 내는 옛날짬뽕, 해산물을 듬뿍 넣은 삼선짬뽕, 얼얼하게 매운맛으로 인기가 높은 불짬뽕, 겨울철 계절 메뉴인 생굴짬뽕 등 다양한 스타일로 준비되어 있지요.",3573,1243,4816,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211118_218%2F1637220446096xs4FL_JPEG%2Fq8QOMzYFW253UhnIdTLswpPf.jpg
25075,서가앤쿡 타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 4F,02-2638-2540,이탈리아음식,0.0,"아늑하고 따뜻한 분위기 속에서 가족, 연인, 친구 함께 추억을 간직한 공간.
맛있는 스테이크,파스타, 필라프가 그릇 가득 담겨져 나와
사랑하는 사람과 넉넉하게 즐길 수 있는
패밀리 레스토랑 서가앤쿡 입니다.",3644,1153,4797,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211220_203%2F1639966606383BjKbs_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg
