,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
8745,고반식당 삼산점,울산 남구 달삼로 41 1층,0507-1415-4557,돼지고기구이,4.76,"- 고반식당 테이블 예약 서비스 -

평일 오후 3시, 주말 및 공휴일 낮 12시 영업시작합니다.

좌석안내: 4인 이하 고객님들을 위한 칸막이석, 단체고객님들을 위한 룸테이블이 준비되어 있습니다.

룸(1) 최소10인~최대16인
룸(2) 최소8인~최대10인
룸(3) 최소7인~최대8인

- 아기의자, 수저식판, 핸드폰거치대 등이 준비되어 있습니다.
- 매장뒤편 주차장 있습니다. 이용시간에 따라 만차일수 있으니 고객님들의 너그러운 양해 부탁드립니다.",1053,501,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170407_132%2F14915460367775qkIL_JPEG%2F186356617553103_0.jpeg,1554
7721,떡바우횟집,울산 울주군 서생면 신암해안길 13 2층,052-238-3136,생선회,4.41,"2022년 5월 3일 새단장 오픈
서생 하나로 마트 뒤쪽 해안도로 위치
2층건물 신선하고 친절한 서비스로
보답하겠습니다. 감사합니다.",1101,434,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220523_93%2F1653283085600Ksspm_JPEG%2F1653283045976.jpg,1535
1514,버거킹 울산옥동점,울산 남구 문수로 326,070-7438-6558,햄버거,4.48,None,1500,13,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fimage.nmv.naver.net%2Fblog_2021_07_28_1975%2Fe7e260fa-ef7f-11eb-818a-505dacfba98a_01.jpg,1513
3395,신천쭈꾸미,울산 북구 매곡로 152,052-281-3331,주꾸미요리,4.38,None,1352,145,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180205_218%2F1517795093319puGcy_PNG%2Fk33375ASKDawDfu4QL_w2JGz.png,1497
7311,원조 대구막창 1번지,울산 중구 곽남1길 35,052-297-5856,"곱창,막창,양",4.47,울산 병영동 성당 뒤 막창 골목에 있는 돼지 막창 구이 전문점입니다. 메뉴는 돼지 생고기 막창 하나뿐인데요. 썰지 않고 통으로 나온 막창을 불판에서 어느 정도 익힌 후에 먹기 좋은 크기로 잘라줍니다. 고기를 다 먹을 즈음이면 서비스로 손칼국수를 주는데요. 깨를 듬뿍 얹은 고소한 맛이 별미이지요.,1116,345,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201025_135%2F1603587895722P3e5c_JPEG%2Fs8Q0epoz7qjjb7nTufcB4FSy.jpg,1461
2739,육대장 울산선암점,울산 남구 두왕로 134,052-268-1666,"찌개,전골",4.39,None,1360,95,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211208_246%2F1638928614787F7PRr_JPEG%2F%25BF%25DC%25BA%25CE%25C0%25CC%25B9%25CC%25C1%25F6.jpg,1455
7815,진하해수욕장,울산 울주군 서생면 진하리,052-238-1438,"해수욕장,해변",4.2,"모세의 기적을 볼 수 있는 투명한 은빛세계
개장기간 : 매년 7~8월
요금입장료 무료
주차가능대수: 223대
시설 및 제공서비스 : 샤워실 탈의실 화장실 급수대 매점 파라솔 야영장",164,1276,기분 전환,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_118%2F1440992301050tFfGR_JPEG%2F157155537056918_0.jpg,1440
2613,미진돌곱창,울산 남구 남산로26번길 3 1층 미진돌곱창,0507-1332-6120,"곱창,막창,양",4.48,None,1120,306,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201026_120%2F1603691036412aDMEd_JPEG%2Fw3-Io3fI9rRzNreHcRGY_Cxh.jpg,1426
6621,동남횟집,울산 동구 보밑길 75,0507-1442-6360,생선회,0,"저희동남횟집은 물회전문점으로
여름에는 더욱더 시원한 물회로 해산물과 회를 맛보실수 있습니다.
바다 앞에 위치하고있어 바다를보며 더욱더 맛있는회를 즐기실수 있습니다.
항상 신선한 음식과 회와 해산물로 찾아주시는 분들께 보답하도록 노력하겠습니다.",1014,412,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151209_73%2F1449631086586qTDoc_JPEG%2F167159524825106_0.jpg,1426
1361,짱이야 성남점,울산 중구 젊음의거리 29-10,052-245-6466,종합분식,4.33,None,1354,50,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190717_139%2F1563340978005tpoL0_JPEG%2FgqRaY4-pOLKHTV4s4cMcZ_KY.jpg,1404
844,가리명가,울산 북구 상방1길 1,052-287-9966,갈비탕,4.31,None,1303,94,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191228_74%2F1577524349404qUPUE_JPEG%2FM7R8X-BCPPtNPdTtMNAkoeH0.jpg,1397
3282,할리스 울산디자인거리점,"울산 남구 돋질로302번길 38 1,2층",052-256-0566,카페,4.47,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 ‘커피의 즐거움’입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.",1319,73,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg,1392
6876,명촌순두부보쌈,울산 북구 명촌로 7,052-283-1300,"족발,보쌈",4.29,현재 별관 운영중입니다.,951,434,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_49%2F1441016845082AKAs2_JPEG%2FSUBMIT_1399884414266_32007330.jpg,1385
1841,이디야커피 울산대왕암공원점,울산 동구 등대로 99 대왕암상가,052-235-1682,카페,4.31,None,1354,17,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg,1371
5124,싸다김밥 울산삼산점,울산 남구 삼산중로48번길 16 싸다김밥 울산삼산점,052-257-8048,종합분식,4.36,싸다김밥은 어릴적 즐겨먹던 분식을 저렴한 가격에 정성을 더한 맛으로 손님들께 대접하고자 합니다.,1257,109,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201109_81%2F1604882732922ckC60_JPEG%2FUDML95VPiSGNl4bMur--E3_I.jpg,1366
3343,써브웨이 울산무거점,울산 남구 대학로 108,052-249-5008,샌드위치,4.43,None,1331,32,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg,1363
354,바보형제쭈꾸미울산일산점,울산 동구 해수욕장10길 66,052-988-7789,주꾸미요리,4.38,None,1253,105,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190629_155%2F15618094320415FDvM_JPEG%2FfHVrLwJ5UVg7LQvu8Ln3iPWQ.jpg,1358
5521,유동커피,울산 남구 번영로 165 번영로 코아루 더 클래식 109-115호,0507-1481-3339,"카페,디저트",4.48,None,1025,323,"데이트, 커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190326_41%2F1553551192625imgpF_JPEG%2FUMjmT5VpSlBMbErgHjdxFDQ8.jpg,1348
8196,인얼스커피 울산동구점,울산 동구 해수욕장7길 5,052-209-2347,"카페,디저트",4.44,None,835,492,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200110_199%2F1578629366985be04z_JPEG%2FzgxC7SfAFZhQrFkwmPgaArf8.jpg,1327
7074,투썸플레이스 언양교동점,울산 울주군 삼남읍 중평로 60,052-275-9192,카페,4.48,None,1277,46,"커피 맛집, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAyMTJfMzMg%2FMDAxNTE4NDM1MjkzODM2.aOdWt3nGkSGZjn2jPA3fLTwulwgFviuDQ39kK_Is0Q8g.VSRAySTdtXupyzfKu-M_aVJrPpPVBZjnG6e6NmS3bVgg.JPEG.silverart0%2F1518435258048.jpg,1323
201,더뷰오구피자,울산 북구 동해안로 1704,052-282-3797,피자,4.31,None,1267,54,"데이트, 분위기 있는, 든든한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODEyMTBfOTkg%2FMDAxNTQ0NDQ4NjY5NjQw.rOJyPxP9GkPLEcp8iAjMvgVLMInItrkfm9CKblf9Mk8g.R--cqCtRTSGNRKSPzNm-f94OKlmWkh92LTdBMypeeE8g.JPEG.goodny0922%2FDSC00607.,1321
7742,손영환비빔국수칼국수진장직영점,울산 북구 진장유통로 46,052-289-7891,국수,4.33,None,1155,150,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190128_30%2F1548658735766nprIS_JPEG%2F5s7utsty80-ZlfQWYTBprs5C.jpeg.jpg,1305
9541,서가앤쿡 울산더테라스가든점,울산 남구 삼산로 231 더테라스가든 2층,052-268-0401,이탈리아음식,4.47,"아늑하고 따뜻한 분위기 속에서 가족, 연인, 친구 함께 추억을 간직한 공간.
맛있는 스테이크,파스타, 필라프가 그릇 가득 담겨져 나와
사랑하는 사람과 넉넉하게 즐길 수 있는
패밀리 레스토랑 서가앤쿡 입니다.",1082,220,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211220_203%2F1639966606383BjKbs_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg,1302
6363,리밤커피,울산 울주군 범서읍 두동로 38,052-212-8886,"카페,디저트",4.45,"스페셜 원두를 이용한 리밤만의 특별한 커피. 설탕,시럽을 사용하지 않는 내몸을 위한 건강음료. 남아공에서 직접 공수된 무카페인 그린,네츄럴 루이보스도 놓칠 수 없는 특별한 추천 메뉴입니다. 옥수수 생분해 빨대를 사용하여 환경 또한 생각합니다.",945,347,"데이트, 커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191128_183%2F1574867144501sRuXW_JPEG%2F7FKSN0MpkZfyBxBWhxrsuhBN.jpg,1292
5633,몽슈슈 현대백화점 울산점,울산 남구 삼산로 261 현대백화점 울산점 B1F,052-228-2233,베이커리,4.39,크림을 싫어하는 사람도 좋아하는 맛! 세계에 오직 하나뿐인 몽슈슈 크림!,1281,11,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220224_196%2F1645668619645CPHAA_JPEG%2F%25B8%25F9%25BD%25B4%25BD%25B4_%25B7%25CE%25B0%25ED.,1292
169,배스킨라빈스 울산남구홈플러스,울산 남구 수암로 148 삼성테스코홈플러스(울산남구점),052-261-2064,아이스크림,4.4,None,1278,6,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,1284
8798,빽다방 일산점,울산 동구 일산진11길 23,052-252-9003,테이크아웃커피,4.37,None,1267,14,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAzMDVfMjUg%2FMDAxNTUxNzU2Mzc1MzUz.20_VX5Jp9jKoNtKrOQLOyc2wykKo6YFoVn98z7-xzXkg.yN263Pf-4bzMIZNIfsWBu_YU6w4X43y9T70QaN9edSYg.JPEG.greennn007%2FIMG_4727.jpg,1281
3161,웅촌식육식당,울산 울주군 웅촌면 곡천동문길 33 웅촌식육식당,052-225-0149,정육식당,4.4,"정육점과 식당을 같이 겸하고 있는 식육식당입니다. 양념으로 버무려 야채와 함께 볶은 돼지 주물럭과 삼겹살 구이 등 돼지고기 요리로 유명한 곳이지요. 묵은지와 버섯, 돼지고기, 두부, 당면, 파 등을 넣어 끓인 김치찌개도 인기있는 메뉴입니다.",1142,137,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA1MDhfODQg%2FMDAxNDk0MTc5MzEyOTA1.g8yc5ei3XZORbILW412zZhL_UiAAZKqAnjTKfqrFL20g.eXOsacptJ3uvjmqW7h17bLLAlQfADbb_N_jc8aLXbLIg.JPEG.onlyonelovex%2FP20170506_183725291_F508CAAA-236A-4BC0-B522-181501517235.,1279
3612,종로쭈꾸미굴화점,울산 울주군 범서읍 백천1길 64,052-224-9596,주꾸미요리,4.35,None,1163,101,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180513_27%2F1526177038700QcoHP_JPEG%2FPeUe34Vh39rPrDrdZNsKWe3e.JPG.jpg,1264
2433,남도돼지국밥,울산 울주군 범서읍 장검길 9-9,052-277-3312,한식,4.37,None,1121,141,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA5MThfMTg1%2FMDAxNjMxOTE5NDY5MjY5.Y5499DxehXOlB2c-DoWRoiaeaA0yBMQPifHCmIXY0jMg.AO4mxQS_49Q5NWIOylFWixB6yVuvm88TG6RfExAJ9h0g.JPEG.kill2sky%2FKakaoTalk_20201217_225621393_05.jpg,1262
6593,파리바게뜨 울산언양교동점,울산 울주군 삼남읍 교동로 127 상가1층,052-263-1107,베이커리,4.34,파리바게뜨 울산언양교동점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1254,5,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_16%2F1649839196008XyQyB_PNG%2Fimage.png,1259
7649,대가,서울 양천구 신정중앙로 66,02-2605-1667,소고기구이,4.4,"넓은 매장과 주차장이 준비되어 있으며 모든메뉴(고기양념,반찬,냉면반죽등)를 직접 만들어 판매하고있습니다.
최고맛과 친절한 대가를 느계보세요^^",781,460,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200424_282%2F1587716992794OAD5p_JPEG%2FMYDQGdtez7N6Z16OLxnCD11x.jpg,1241
4493,해운대31cm해물칼국수 울산직영점,울산 동구 일산진4길 11 O.K빌딩 1층,0504-2015-4097,"칼국수,만두",4.39,"싸고 푸짐하고 맛잇게
당일 산지 직배송으로(동죽:서해안 홍합,가리비:남해안)
보다 신선하고 질 좋은 가성비 갑의 햐물 칼국수 입니다",1096,133,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201024_119%2F1603516982133l39KW_JPEG%2FAxCN60cKqY439pXJROjOzXHQ.jpg,1229
4473,써브웨이 울산일산점,울산 동구 방어진순환도로 662 서브웨이울산일산점,052-252-8000,샌드위치,4.39,None,1201,27,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg,1228
3318,쿠우쿠우 울산동구점,울산 동구 일산진4길 19 3층,052-252-6274,"일식,초밥뷔페",4.48,"안녕하세요. 쿠우쿠우 울산동구점입니다.
항상 신선한 초밥과 다양한 즐거움으로 보답하겠습니다.
많은 방문 부탁드립니다.
감사합니다!
회복희망지원금 사용가능합니다",1083,138,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220503_110%2F1651540747061lxBX8_PNG%2F%25C0%25CC%25BF%25EB%25BF%25E4%25B1%25DD18212213146.png,1221
6019,신세계분식,울산 중구 반구정4길 62,0507-1374-7738,종합분식,4.4,None,1201,18,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200406_215%2F1586100776876gxYT5_JPEG%2FpQBf5H1hXA2BYgrrUoZRCbxJ.jpeg.jpg,1219
7950,북창동순두부 솥밥반상,인천 부평구 체육관로 14 삼산지구 복합시설,032-330-0646,두부요리,4.32,"북창동순두부 솥밥반상이 더욱 맛있는 이유!

대한민국 1등 순두부 브랜드
- 재료 본연의 깊은 담백함을 느낄 수 있도록 북창동 특제 소스를 개발하여 사용중입니다.

위생과 청결은 기본
- 신뢰를 더하기 위해 오픈 주방의 형태로 제작했으며 외부 TV를 통해 실시간의 주방 상황을 눈으로 확인하실 수 있습니다.

매장을 방문해주셨다면 리뷰를 통해 고객님의 이야기를 작성해주세요. 저희의 목표는 고객님들의 만족도를 높이는 것으로 찾아주시는 고객님의 이야기에 귀를 기울이겠습니다.",1125,83,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220428_210%2F1651120203967P3k3t_JPEG%2F%25BB%25EF%25BB%25EA_%25B5%25CE%25BA%25CE%25BC%25F6%25C0%25B0%252C%25B8%25F1%25BB%25EC%25B1%25B8%25C0%25CC_%25BB%25F3%25C2%25F7%25B8%25B2.jpg,1208
3954,소담촌,울산 남구 삼산중로 84 (삼산동 1574-7) 리더스빌딩 A동 3층,052-260-0770,샤브샤브,4.44,주차200% 연중 무휴 단체석 완비 단체수용 인원 100,1027,176,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160927_264%2F1474959524301R8Cdm_JPEG%2F176877558863_0.jpg,1203
186,짱이야 무거점,울산 남구 대학로147번길 37 1층,052-277-1366,종합분식,4.33,"울산 대표 24시간 분식 전문점 울산페이, 재난지원금 사용 환영합니다.",1175,27,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200525_215%2F1590399534696gxhA4_JPEG%2F02lDUXAcn5L8vzYzq6u_5dy5.jpg,1202
3838,화공,울산 중구 종가25길 31 1층 화공,052-933-4593,중식당,4.62,"오랫동안 더 높은 품질의 음식을 제공드리기위해 연구했으며 
신선한 재료와 비법육수, 조리법 등으로 고객님들께 더욱 만족스러운 식사를 대접드리겠습니다",776,423,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180801_101%2F1533112094613YMLzm_JPEG%2F1llawhSDP2scNapZHKdPiWb9.jpg,1199
4150,헤어카페이데아 구영점,울산 울주군 범서읍 점촌3길 10-21,052-248-4111,미용실,4.91,"울산광역시 울주군 범서읍 점촌 3길 10-21에 위치한 울산미용실 헤어카페 이데아 구영점 입니다. 
저희는 헤어보톡스라는 헤어카페이데아 만의 독특한 펌제를 사용하고 있습니다!
머릿결이 좋아지는, 트리트먼트로 펌을 만들어내는 기적을 보여드리겠습니다!
합리적이고 부담없는 비용으로
손상없는 펌을 만나보시고 싶으시다면 네이버 예약 후 헤어카페이데아 구영점으로 방문해주세요^^
(첫방문30% 선불권구매시 최대50%할인 이벤트 이번달까지만)
기존고객님은 네이버 예약 10%할인(포토리뷰시) 주말및 공휴일은 5%(컷, 드라이, 부분시술 제외)
*선불권구매시 20%할인*",1148,49,기분 전환,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210326_167%2F1616727268820gzUgI_JPEG%2Fa_dnLCIuNcn-Vw2xHnGOSFGv.jpg,1197
6522,홍익돈까스 울산매곡점,울산 북구 호계매곡4로 13,052-282-0723,돈가스,4.47,None,1111,79,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191126_274%2F15747632220640k9Km_JPEG%2FICZ4Rnc1-aCTWLa2omgOAHNn.jpeg.jpg,1190
1221,봉창이칼국수 현대백화점울산동구점,울산 동구 방어진순환도로 899 현대백화점울산동구점 5F,0507-1365-4570,"칼국수,만두",4.4,칼국수와 만두로 푸짐한 식사를 할 수 있는 곳. 시원한 해물칼국수와 김치만두로 울산에서 20년 넘게 운영중인 유명한 곳이다. 만두피가 얇고 그 속은 가득하여 식감이 좋다. 점심시간에는 줄을 서야 식사를 할 수 있을 정도로 손님이 많다.,1120,66,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220112_228%2F1641969714658fTjvr_JPEG%2F90B6FADD-8E69-4EAA-904F-4DB9BA059283.jpeg,1186
7534,수암할매횟집,울산 남구 수암로 124,052-275-3871,생선회,4.45,None,1175,9,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAyMTZfMTc3%2FMDAxNjQ1MDE1NjUzMjg2.1iCBomqv40owDejM5OCO2-oUNxFpoeChpgOnsRnv-esg.m2Hv5OB94YtTf7lT_ejzyHQYIbalFb1nrtmISdnbeJIg.JPEG.kazia2678%2FIMG_4980.jpg,1184
6948,배내로1032카페,울산 울주군 상북면 배내로 1032 G동,0507-1307-8749,"카페,디저트",4.78,"연중무휴
브런치카페
언양배내골의 명품업소
26년전통의영남알프스펜션
에서 운영하는브런치를
선보이고 작가들의서양화를감상할수있는 격조높은 배내골유일의
카페입니다.

울산카페
울주카페
울주군카페
울산브런치카페
배내골카페
배내로1032카페",850,325,"데이트, 커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200416_159%2F1587039472258SP2Iy_JPEG%2FADCKDEJjMdcLml_8kTvL30WD.jpg,1175
4512,써브웨이 울산진장점,울산 북구 진장17길 10,052-916-0186,샌드위치,4.34,None,1161,13,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg,1174
2156,파스타부오노 삼산점,울산 남구 삼산중로74번길 25 나동 201호,052-266-1127,"스파게티,파스타전문",4.53,None,980,182,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200420_192%2F1587364250417YT1i6_JPEG%2FYf4HsAfl3513mJ9Dc3gDm1Ag.jpg,1162
9092,진미불고기,울산 울주군 언양읍 동문길 47,052-262-5550,한식,4.49,"한우암소만 사용하는 48년 전통의 진미불고기입니다.
넓은주차장을 보유하고있고 단체석/룸 이있어 단체모임 , 회식하기에 적합합니다.
한번 먹고가는 음식점이아닌 생각나서 기분좋게 다시 찾아올수있는 음식점이되도록 노력하겠습니다^^

-진미불고기 직원일동-",824,329,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190523_97%2F1558573136533pIAaH_JPEG%2FhOwVe5szPO0ik-Y9YjHsa6hi.JPG.jpg,1153
8035,사발생국수,울산 중구 곽남길 3 1층 사발생국수,052-298-9116,한식,4.58,안녕하세요! 울산대표식당 사발생국수 본점 입니다. 신선한 식재료로 건강하고 바른 먹거리를 제공합니다. 직접 매일 반죽과 매일 끓여지는 육수의 깊은 맛을 느껴보세요. 항상 그 자리에 변하지 않는 가게가 되겠습니다. 감사합니다.,1024,125,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200904_278%2F1599212212175OTnK0_JPEG%2FBdbGSvT_REgu5KjsF0hroxg-.jpeg.jpg,1149
551,파리바게뜨 울산장현점,울산 중구 종가로 737 [혁신도시 에인의뜰 2차/골드클래스APT 건너편],052-282-8204,베이커리,4.43,파리바게뜨 울산장현점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1129,5,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_258%2F16498397826436oPiV_PNG%2Fimage.png,1134
4639,삿뽀로 울산점,울산 남구 산업로 595,052-267-7727,일식당,4.3,"삿뽀로는 지난 25년간 매장 평균 180평, 대형매장 40여개를 직영으로 운영하고 있는 국내 유일무이의 전통 일식 선두주자 입니다. 삿뽀로는 품격 있는 공간에서 최고의 일식 요리를 즐기실 수 있도록 모든 좌석이 프라이빗한 ROOM으로 되어 있으며, 계절별 최상의 식재료 사용은 물론 재료 본연의 오리지널리티를 강조하여<맛,건강,퀄리티>를 유지하고 있으며,400여명의 일식 전문가들이 펼치는 향연 또한 수 많은 경쟁사들이 넘어 설 수 없는 삿뽀로만의 경쟁력 입니다.",913,220,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210217_85%2F1613523036062stt6i_JPEG%2Fe2vs7b3ZxmwCVpf0xUMbNI92.jpg,1133
5290,가무댕댕,울산 남구 대학로94번길 11,052-224-3331,패밀리레스토랑,4.39,None,859,265,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220125_202%2F16430947125567L4II_JPEG%2F1643094705055.jpg,1124
6485,마운트,울산 울주군 범서읍 대리3길 10-14,052-248-7066,카페,4.55,None,840,281,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201029_187%2F1603975718737WBMSq_JPEG%2F7j8QFQkDUX3kHxdOXhbt4UV8.jpeg.jpg,1121
