,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
266,스시로 연수점,인천 연수구 청능대로 210,0507-1302-4315,"초밥,롤",4.35,매 달 새로운 메뉴를 맛볼 수 있는 스시로한국 입니다:),3741,490,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220328_136%2F1648433322386Dq8DE_JPEG%2F%25C1%25A6%25B8%25F1%25C0%25BB_%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-001_%25281%2529.jpg,4231
7561,바네스타코 송도트리플스트리트점,인천 연수구 송도과학로16번길 33-2 트리플스트리트 B동 지하 3층,0507-1325-9418,"멕시코,남미음식",4.45,"바네스타코 송도트리플스트리트점은 멕시코 음식을 전문점으로 매일 신선한 재료를 
엄선해서 여러 송도 맛집중에서도 고객님들에게 최상의 맛을 보여드리기 위해서 
항상 더 노력하고 있습니다. 멕시코 음식이지만 한국인에 입맛에도 이질감없이 매콤하면서도
느끼하지 않고 기존에 느끼지 못하셨던 새로운 매콤함을 보여드리는 새로운 송도 맛집으로 
각광 받을 수 있도록 항상 노력하고 있습니다. ^^

바네스타코 송도트리플스트리트점의 대표 메뉴는 다음과 같습니다. 

1. 타코 - 또띠아에 여러가지 야채와 고기를 싸먹는 멕시코의 대표음식입니다. 

2. 브리또 - 야채,고기,밥 등을 또띠아에 넣어서 먹는 든든한 한끼 식사로도 좋습니다.

3. 화이타 - 구운 소고기, 새우등을 또띠아에 싸먹는 멕시코음식

4. 퀘사디아 - 또띠아에 치즈, 고기, 야채, 콘 등을 넣어 구운 멕시코 피자

5. 엔칠라다 - 브리또에 신선한 야채 및 다양한 소스를 비벼 먹는 멕시코요리

6. 치폴레보올 - 라이스,고기,치즈,야채,콩 등을 소스와 비벼 먹는 식사요리

7. 치미창가 - 브리또를 살짝 튀겨 겉은 바삭 속은 알찬 송도맛집 메뉴

송도맛집으로 내 가족이 드신다는 생각으로 
다양하고 맛있는 정통 멕시코 요리를 정성껏 준비했습니다. 
많이 오셔서 색다른 맛을 느껴 보세요.. ^^",1626,489,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191009_70%2F1570590686492OK6uC_JPEG%2F54FHXhjy1Bpbp61aMseULp9M.jpg,2115
4602,홍두병,인천 중구 차이나타운로 48,032-764-9977,베이커리,4.33,None,26,485,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191226_274%2F1577346201420t6faD_JPEG%2FjdwWMefoA2Fx3LvMQ7dR3yt6.jpg,511
6505,빕스 계산점,인천 계양구 장제로 807,032-547-5997,패밀리레스토랑,0,"**인천이음카드 사용 가능
**샐러드 바 이용은 최대 3시간까지 이용가능
**평일 16시 이후 퇴점 시 디너 요금 부과
 (평일 디너, 주말 이용 시 와인과 맥주 무제한 !!)

빕스 무제한 프리미엄 샤퀴테리존 오픈
클라스가 다른 빕스가 선보이는 샤퀴테리존 오픈 !!

스페셜 와인 4종부터, 시원한 생맥주 !!
까망베르, 에멘탈, 보코치니, 그라나파다노 치즈
살라미, 페퍼로니, 치킨브레스트 등의 콜드컷,
한입에 쏙 먹기 편한 타파스까지!

무제한 샤퀴테리존으로 더욱 특별해진
빕스 다이닝에 여러분을 초대합니다 !!

*빕스는 매일 소독 방역을 실시하고 샐러드바 집기를 수시 관리하는 등 생활병역 지침을 철저하게 준수하고 있습니다.
아울러 샐러드바 이용시, 고객님들께 위생장갑과 마스크 착용을 부탁드리고 있사오니 참고해 주십시오**",4386,480,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190108_248%2F1546909146171z8nKY_JPEG%2F%25C0%25CE%25C3%25B5_%25B0%25E8%25BB%25EA%25C1%25A1_%25C0%25FC%25B0%25E6_2.jpg,4866
5346,메가김밥,인천 부평구 부평대로 115 엠타워 107호,0507-1357-0025,김밥,4.48,속계란말이김밥과 일반메가김밥이 크고 속이 푸짐한 고소한 인천김밥맛집,654,478,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190414_167%2F1555241488127hyhr0_JPEG%2FqZw5xK0gYb37-FyaWpcSr07w.jpg,1132
7087,숲길따라카페,인천 강화군 길상면 해안남로 309-12,032-937-2359,카페,4.4,"저희 숲길따라카페는 매일 커피를 볶아 신선한 커피를 제공하며, 신맛이 적고 고소한 커피를 추구하여 누구나 부담없이 즐길수 있는 커피를 제공합니다.",2287,476,"커피 맛집, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190620_69%2F156099341801005hC5_JPEG%2Fi-xdxgt48fcNIuPmp_TGxYyN.jpg,2763
4681,미애네칼국수2호점 마시안해변,인천 중구 마시란로 39,0507-1366-2225,한식,4.24,"안녕하세요 미애네칼국수 마시안해변점입니다! 주차장이 넓구 64석의 테이블이 있어 보다 편하게 식사하실 수 있게 되었습니다 마시안점에 오셔서 보다 편하게 식사하시고 즐거운 여행 되시길 바랍니다~ 저희의 대표 메뉴는 바닷속칼국수입니다!

직원들이 친절하고 바삭한 파전과 얼큰한 칼국수 맛집!
저희 미애네칼국수는 면을 미애네칼국수만의 비법으로 면을 하여 더욱 쫄깃하고 맛있게 하구 있습니다!
저희는 바지락,홍합,삼합,가리비 같은 해물들을 아끼지 않고 사용하고 있습니다! 손님 여러분들의 즐거운 여행을 바랍니다!

바닷속칼국수(대표):이름값 하는 산낙지와 전복이 올라간 미애네칼국수 대표 음식
해물칼국수:바지락,홍합,삼합,가리비등이 들어가 얼큰하고 양이 많은 칼국수 입니다!
해물파전: 바삭하고 칼국수와 잘 어울리는 해물파전
파래전: 쫄깃하고 양 많은 파래전
새우튀김:남녀노소 어린이들 모두 좋아하는 새우튀김은 정성껏 튀겨 더욱 맛있는 새우튀김
산낙지회:낙지탕탕이 말이 필요없는 쫄깃하고 신선한 산낙지회
보리밥:보리밥은 1000원에 많은 양을 드리고 있습니다!!
모든 메뉴는 사진 참고 부탁드리겠습니다
항상 노력하고 변화 하는 미애네칼국수가 되겠습니다 !!",873,467,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220622_283%2F16558947746198ozx1_JPEG%2F284290823_555727879457069_6520218732109286321_n.jpg,1340
258,대구반야월막창구월점,인천 남동구 문화로89번길 40,032-442-1007,"곱창,막창,양",4.54,"인천 최고의 막창 전문점입니다.
대표 메뉴로는 소막창, 생막창이 있으며,
별미로는 (추천) 돼지고기 삼겹살과 연결된부위 메뉴인
오도독살이 인기 입니다!
매콤한 닭발도 인기 안주입니다.
기본안주로 콩나물국과 계란찜이 제공됩니다.",308,465,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20220512_41%2F1652333309371xptT6_JPEG%2F595258fe-d1b4-11ec-912c-48df379cca40_03.jpg,773
5403,개항로통닭,인천 중구 참외전로 164,0507-1446-9293,"치킨,닭강정",4.48,"인천의 추억을 바탕으로 세대 구별없이 어울려 즐기는 전기구이 통닭집

오리지날통닭 / 치즈통닭 / 이태리통닭 / 반반통닭 / 떡볶이 / 김치볶음밥

5-12시, 휴무없이 오픈하고 있습니다",708,462,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200326_245%2F1585150052545cabI9_JPEG%2FSd7GjNKTQAtiBlNpev6_S4si.jpeg.jpg,1170
3925,당신과 나의 식탁,인천 부평구 대정로36번길 23,0507-1303-1504,이탈리아음식,0,- 브레이크타임: 3시~5시 인스타그램 : @younghwan_ 카카오톡 아이디 : karismacoo,417,459,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210723_148%2F1627016056528J4I6N_JPEG%2FkIiCA5bjNe0hdtxeT9LphZcV.jpg,876
4413,카페 평상인,인천 중구 영종진광장로 39 오션테라스 카페 평상인,0507-1425-0079,카페,4.4,"안녕하세요 :)
영종도 구읍뱃터 작약도 맞은편에 위치한 카페 평상인입니다
스페셜티와 베이커리가 있는 250석 규모의 대형 카페입니다

앞쪽으로는 오션뷰, 뒷쪽으로는 푸른 공원이 있는 썬셋뷰가 예쁜 곳으로 평상과 사람이 어울러지는 공간입니다
연인, 가족, 친구 등의 모임장소로도 좋고 90대의 넓은 주차공간으로 편하게 이용하실 수 있습니다 :)",2387,452,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200504_92%2F15885663574037Gh6b_JPEG%2FrqrZ5geArkq6wCOvn7V4gJ_w.jpg,2839
9297,구월로데오음식문화거리,인천 남동구 구월동,None,"거리,골목",0,None,0,452,든든한,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F20084033%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658156190086%26md%3DqX%252BZ7GuLknNhzdTMzoasHnpl4EA%253D,452
5414,툴롱,인천 연수구 인천타워대로132번길 30 208호,032-831-2003,프랑스음식,4.59,"전화로만 예약 받고 있으며, 최대4인까지 이용가능합니다.
디너는 프리픽스 코스로만 진행됩니다.
콜키지는 불가하오니, 참고 부탁드립니다.
추가 휴무는 네이버 소식 또는 인스타그램 공지하고 있습니다. 감사합니다.",363,451,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220524_192%2F16533507949513GNLl_JPEG%2FCEF37E46-7FBD-4190-B0FD-F8F16CE4C6E9.jpeg,814
7425,소금빛풍천장어,인천 부평구 길주로547번길 5,032-513-9995,"장어,먹장어요리",4.29,KBS 한식탐험대 별별요리열전 을 통해 소개된 업체입니다.,414,448,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190726_29%2F1564133612154lWTuy_JPEG%2Fr3LkZ1DW2wj-2Vj8PD9hXLZG.jpg,862
5969,삿뽀로 한옥마을점,인천 연수구 테크노파크로 180,032-834-2426,일식당,4.19,"삿뽀로는 지난 25년간 매장 평균 108평, 대형매장 40여개를 직영으로 운영하고 있는 국내 唯一無二의 전통 일식 선두주자 입니다. 삿뽀로는 품격 있는 공간에서 최고의 일식 요리를 즐기실 수 있도록 모든 좌석이 프라이빗한 ROOM으로 되어 있으며, 계절별 최상의 식재료 사용은 물론 재료 본연의 오리지널리티를 강조하여 <맛,건강,퀄리티>를 유지하고 있으며,400여명의 일식 전문가들이 펼치는 향연 또한 수 많은 경쟁사들이 넘어 설 수 없는 삿뽀로만의 경쟁력 입니다.
*주말(토,일) 예약관련 1.2부제 시간 운영안내
11:30~01:00 , 1:40~3:30 , 5:00~7:00 , 7:40~10:00
※ [상시] 토요일 저녁예약 유선 문의만 가능 (17:00 ~)",2028,447,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200805_30%2F1596637695246pHd5y_JPEG%2F1HIkOp6O0_cUmFBWxISDff9P.jpg,2475
6735,나의사진관,인천 미추홀구 주안로 75 지하 1층,010-6787-5620,"사진,스튜디오",4.94,"나의 사진관은 1:1 인물수정전문 사진관입니다

나의 사진관은 고객과 자연스럽고 편한한 분위기에서의 사진촬영과 고객과의 대화를통해 만족하실만큼 수정 작업을 해드립니다~

다른사진관에서 실패하신분들이나 사진찍는것이 두려운분들이 방문을 많이 해주시는 사진관입니다~

*우선예약제로 진행하며 당일 방문 촬영 가능합니다(010-6787-5620으로 전화나 카톡,톡톡으로 방문 가능한 시간을 꼭 체크해주세요)

*네이버예약이나 톡톡, 카카오톡으로 원하시는 날짜와 시간을 예약하시면 원하는 시간에 촬영 가능합니다.

베테랑 사진작가와 감각적인 디자이너, 두명의 전문가가 나만의 인생사진을 완성해드립니다

반명함, 여권은 촬영에서 보정까지 20분

컬러증명, 컬러취업사진, 컬러프로필, 화보사진은 촬영에서 보정까지 30분

프로필, 커플&우정basic, 가족사진은 준비에서 촬영까지 60분, e-mail로 원본을 받으시고 사진 골라주세요


*화보촬영이나 커플사진촬영시 나의 사진관에 준비되어 있는 의상과 악세사리 이용 가능합니다


*당신에게 맞는 당신만의 사진을 두 전문가가 만들어 드립니다 

나만의 개성을 담은 컬러증명, 컬러취업, 컬러프로필은 학생증, 이력서사진, 사원증, 주민등록증에 사용할 수 있습니다

배경 합성, 옷 합성등의 인위적인 사진이 아닌 사진용도에 맞게 나에게 최고로 어울릴수 있도록 디자인 하여 나만의 증명, 취업, 프로필 사진이 완성됩니다

나의 사진관은 촬영부터 보정까지 고객의 의견을 하나하나 담아 작업하고 있습니다

이제 획일적 증명, 취업, 프로필 사진이 아닌 나의 사진관에서 나만의 사진을 그려 보세요


*남,여 정장 사이즈 맞으면 무료대여가능",454,447,이색체험,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200710_111%2F1594360597432G1QYV_JPEG%2Fs6dp7DQuyn2_mzcYSi6pgAb_.jpg,901
5688,할머니 즉석떡볶이,인천 연수구 청량로 235,032-833-9567,떡볶이,4.37,"벽면에 낙서가 가득한 학교 앞 분식점의 전형적인 모습입니다. 즉석 떡볶이를 먹고 밥을 볶아 먹는 맛이 일품입니다. 즉석 떡볶이와 튀김 외에 식사 후에 디저트로 먹을 수 있는 빙수도 인기라고 합니다.
현금결제만 가능합니다.",638,446,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190113_84%2F1547366150621sm5rF_JPEG%2FACJtH7TMubHpVYGyDMhNwqvl.jpg,1084
4425,서문김밥,인천 강화군 강화읍 강화대로430번길 2-1 서문김밥,032-933-2931,김밥,4.25,None,1168,443,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181230_270%2F1546128561819QcYX6_JPEG%2FTRpwHVUMUVWxMGPVBwEjNCHi.jpg,1611
6214,구도로통닭 청라점,인천 서구 청라커낼로260번길 11 진성프라자 11층,0507-1340-9283,"치킨,닭강정",4.46,"인천 가정동 포장마차에서 시작해 20년째 이어져오는 전기구이 통닭의 전설! 청라 유일의 11층 루프탑 테라스 맛집이자 인천,서울 등 전지역으로 확장하고 있는 구도로통닭 1호 본점! 바삭하고 촉촉한 통닭과 철판에 깔린 노릇노릇한 누룽지, 구도로통닭만의 특제 소스로 담근 마늘쫑이 별미입니다. 마늘쫑과 통닭을 곁들여 먹는 원조 마늘쫑닭을 최초로 만든 전통 있는 누룽지통닭 전문점입니다. 11층 루프탑 포차로 150석 이상의 좌석을 완비하고 있으며, 분위기도 좋고 맛도 좋은, 밥과 술이 모두 가능한 음식점 겸 포차입니다. 늘 찾아주시는 손님들께 최고의 음식을 대접할 수 있도록 최선을 다하겠습니다. 감사합니다.",398,437,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210519_204%2F16213961283170LWSY_JPEG%2FzEERr2vBbRTx_ZIOPQdwppvM.jpeg.jpg,835
8241,동두천솥뚜껑삼겹살 부평점,인천 부평구 시장로12번길 20,032-525-1213,돼지고기구이,4.37,"동두천솥뚜껑삼겹살은
엄선한 1등급 돼지를 저희만의 염지비법과 저온숙성 으로 고기의 육즙과 감칠맛을 높였으며 직원들이 솥뚜껑에 '마이야르 구이'로 고기는 맛있고 편하게
구어드리는 삽겹살전문점 입니다. ^^

마이야르 구이란...
고기의당과 단백질의 화학적반응으로 고기맛을 높이구이로 즉! 육즙은 가득.. 겉면은 바삭하고 속은 촉촉하게 만드는 구이법 입니다. ( 겉바속촉 )",699,434,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20220711_284%2F1657472916659NGLtF_JPEG%2Fe836f230-0072-11ed-90b2-505dac8c37f3_03.jpg,1133
9619,태백산,인천 서구 완정로 151,032-567-3392,소고기구이,4.37,"한우갈빗살로 이름 난 집으로, 적당한 가격에 최상위 등급 소갈빗살을 맛볼 수 있다. 한우등심, 설치살, 안창살, 토시살, 치마살등 다양한 부위가 준비되어있으며, 소왕갈비와 의성마늘이동갈비 등 갈비류도 도 즐길 수 있다. 소고기 이외에 지리산 흑돼지 목살과 한돈수제갈비등 돼지고기도 먹을 수 있다. 한우를 주문하면 육사시미, 천엽 등이 서비스로 제공된다.
또한 점심시간에만 주문이가능한 산더미불고기도 태백산 검단점의 인기메뉴이다",1114,429,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180320_289%2F1521519708188RiFfM_JPEG%2FKakaoTalk_20180219_101732801.jpg,1543
718,태영생막창 영종하늘도시점,인천 중구 하늘별빛로65번길 13,0507-1317-3683,"곱창,막창,양",4.47,None,313,428,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181126_67%2F1543207399854yrGLx_JPEG%2FRr2aq72gxSM7xV1D2YHJp9Bd.jpg,741
4495,진시황감자탕,인천 연수구 청능대로113번길 37 1층,032-822-3847,감자탕,4.4,연수동 힘찬 병원 인근에 있는 감자탕 전문점입니다. 감자탕에는 어른 손만한 크기의 커다란 돼지 갈비와 통감자가 들어가는데요. 그 시원하고 얼큰한 맛 덕분에 단골손님이 많지요. 다 먹은 후 남은 국물에 밥을 비벼 먹을 수도 있습니다.,2359,427,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191128_89%2F1574906627300Iqifr_JPEG%2FdjYDLc_ohinpvqRKTXy_EZMw.jpg,2786
9790,스시에반하다,인천 연수구 센트럴로 123 송도 컨벤시아몰 1층 M22호 스시에 반하다,0507-1446-1114,"초밥,롤",4.63,"... * 오늘도 그대 생각에 설레입니다...
............... 너에게 반하다... 
..................... 스시에 반하다 *

서울 특1급 S호텔 출신 쉐프들의 초밥.
송도 초밥 맛집! 
스시에 반하다! 스반!　　　　　

오픈주방! 위생, 청결이 가장 중요하다는
신념과 원칙! 정직한 초밥!

매장이용, 포장이용 이용시 포인트 적립 3% 가능합니다.

배달 주문시 배달비 무료입니다.
(송도신도시/24,000원 이상 배달가능)



오늘도 스반과 함께 좋은 하루 되세요~!",702,425,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191013_245%2F15709553283649S7Ud_PNG%2FNbrS6QILf08aEZNgs0kS9SUI.png,1127
1246,그리다디저트,인천 연수구 인천타워대로132번길 30 휴먼빌파크 1층 108호,010-8062-9584,카페,4.5,None,404,421,"커피 맛집, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201027_196%2F1603777481511VCer6_JPEG%2FqdzNb3uhjul36azOO2Rwn54a.jpeg.jpg,825
7356,덜렁이네 횟집,인천 중구 월미문화로 95,032-764-3031,생선회,0,"월미도 테마파크 내에 있는 횟집으로, 푸짐한 양의 회와 해산물을 즐길 수 있다. 자연산 활어회를 전문으로 하고 생선구이, 튀김, 해삼, 조개, 낙지, 게 등의 곁들이 음식이 푸짐히 나온다. 2층에 위치해 있어, 인천 바다가 한눈에 보여 경치도 좋다.",50,420,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151222_60%2F14507689344335NszB_JPEG%2F167172565233308_0.jpg,470
5989,내고향만두,인천 남동구 인주대로888번길 27 창대장터상가,032-471-8334,"칼국수,만두",4.47,None,925,419,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191106_205%2F1573027289898JemJV_JPEG%2FKLKq20WtTXBVYFh4ulW_MFh-.jpg,1344
8597,고모네곱창,인천 부평구 부평대로71번길 11,0507-1439-3580,"곱창,막창,양",4.43,None,677,419,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190715_283%2F1563133404574IHKXY_JPEG%2FO1LMdu0snYTpznkcCN2xAO5U.jpeg.jpg,1096
8576,진천토종순대,인천 서구 신진말로 37 현신빌딩,032-574-0798,"순대,순댓국",4.38,None,2762,407,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190422_250%2F1555905076481XIRIW_JPEG%2FTWyCHeWdOYlBU194s2xabrd6.jpg,3169
5888,스시어왕 인천검단점,인천 서구 청마로7번길 15,0507-1312-6090,"초밥,롤",4.38,"당사는 노량진수산시장에서 수산물유통(수산물경매)사업을 하고있는 (주)어왕 입니다.
저희 스시어왕은 매일 직접 경매를 통해 수산물을 공급함으로써 질높고 신선하며 최고 품질의 수산물을 소비자에게 공급해드릴것을 
약속드립니다.",2377,406,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211018_218%2F1634500564030Q8AeV_JPEG%2F_fGJujlbXG8OgloWd48Sx-l8.jpg,2783
8060,관동오리진,인천 중구 신포로27번길 96,032-777-5527,떡카페,4.3,"오랜 시간과 정성을 들여 되살려 낸 일본식 가옥에 자리한 관동오리진을 소개합니다.
인천 중구 관동 1, 2, 3가의 5리 길 (약 1.9km)에서 찾아 낸 보배같은 곳 (珍)이라는 의미이며,
매일 아침 뒷뜰에 자리한 방앗간에서 직접 만드는 소량의 예쁜 떡과 함께 커피를 비롯한 다양한 마실거리를 즐기 실 수 있습니다.
갤러리로 단장한 2층 다다미 방은 예약하신 분에 한해 각종 모임의 장소로 개방하고 있습니다.",634,405,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190904_249%2F1567579389013AmYo7_JPEG%2FAiJ_fHYDRsuIQpWPTlIDu8lK.jpg,1039
9941,2번창고,인천 강화군 불은면 강화동로 680 2번창고,0507-1333-3634,브런치,4.42,"인싸감성이 충만한 2번창고
시멘트벽돌과 목재로 구성된 공간에 창으로 가득 비치는 햇빛과 식물이 어우러져 모던하면서도 따뜻한 분위기가 물씬 난다. 오랜 로스팅경력의 바리스타가 매일 로스티와는 로스터리 카페라 신선한 커피 맛도 보장.
브런치과 아이스크림와플 그리고 수플레 팬케이크까지 눈과 입이 행복해지는 공간.",658,402,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200724_57%2F1595600349546bFnuS_JPEG%2FvoecuE6UycKOJXlcG-h0v2l1.jpeg.jpg,1060
8632,거궁 송도점,인천 연수구 송도국제대로 157 오네스타 2층,032-811-4007,거궁,4.37,"""이천 쌀밥 한정식"" 거궁 송도점 입니다. 

임금님표 명품 이천쌀로 밥을 짓고, 
명품 이천 도자기에 정성껏 만든 음식을 담아, 
귀한 고객님의 식사를 준비 합니다.

항상 모든 음식에 심혈을 기울여 고객님을 맞이 할 준비를 하고 있습니다.",1896,400,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190710_237%2F1562746723864Y0bt4_JPEG%2FtpHZOV8pvcObaXdxxeMlJl81.jpg,2296
2466,홍익돈까스 청라점,인천 서구 담지로104번길 26-1,032-566-6344,돈가스,4.44,"그날그날 준비하는 신선한 재료,

국내산 1등급 돼지고기만 정성껏 손질하여,
매일 교체하는 신선한 착유로 튀겨내는 넉넉하고 맛있는 돈까스

올리브유로 조리되는 깊은 풍미의 파스타와 볶음우동,

'음식으로 사람을 널리 이롭게 하는 홍익돈까스'가 되기 위해 늘 지키고자 하는 기본이자 약속입니다.

*매장 상황에 따라 메뉴 가격이 상이할 수 있습니다.",1711,400,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210924_166%2F1632451510581tU7Tq_PNG%2FQrQntEnHqIBET-71J-1jTvlH.png,2111
9041,팔봉 막국수 등갈비찜,인천 미추홀구 석정로376번길 18,032-874-8847,"육류,고기요리",4.56,"100% 메밀만을 사용하여 직접 면을 뽑는 정통 막국수 전문점입니다.
 개업이래로 국내산 등갈비만을 사용하여 저렴하게 서비스하고 있습니다.",402,399,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220419_157%2F1650340795451Ym09y_JPEG%2F1650339795860.jpg,801
3974,홍가명가궁석갈비,인천 계양구 안남로 511,032-543-0551,"육류,고기요리",4.43,"KBS2 생생정보통신 방영! /SBS 생방송 투데이 방영! 
홍가명가 궁 석갈비 입니다.
석 갈비란? 손님이 직접 굽는 방식이 아닌, 주방에서 참숯직화구이로 완벌하여 돌판에 올려 손님께 제공이됩니다.
고기굽는 걱정, 냄새 걱정 없이 편안하게 갈비 맛을 즐기시면 됩니다.
홍가명가 궁 석갈비는 100% 갈비만을 제공하며, (목살,전지)등 전혀 사용하지 않습니다.
고기를 직접 자가손질 하여 고객님들께 최고의 갈비맛을 느끼실수 있도록 하겠습니다.
감사합니다.^^",686,398,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220218_213%2F1645158284222rcktl_JPEG%2F%25A1%25DA%25BC%25D2%25BE%25E7%25B3%25E4%25BC%25AE%25B0%25A5%25BA%25F1_%25BC%25BC%25B7%25CE3.jpg,1084
3887,끽다점,인천 미추홀구 주염로 16 3층 끽다점,0507-1307-4583,카페,4.58,주안뒷역 엘리베이터 없는 건물 3층에 위치한 루프탑 카페 입니다. 계절마다 그 색을 가진 시즌메뉴를 준비해 드리고 크로플과 크로와상이 맛있는 카페 입니다. 대표메뉴로 흑임자아이스크림이 있습니다.,912,397,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_105%2F1652932900483UwmEI_JPEG%2FB3712DA4-5A15-4B31-AB40-58B3AF20351A.jpeg,1309
8131,돈불식당,인천 남동구 문화서로28번길 25-1,070-4024-9865,"육류,고기요리",4.55,"인천 구월동에 위치한 연탄석쇠불고기 전문점 돈불식당입니다.
인천 구월동 제주도새기전문점 돈불1971 자매식당이며, 인천최초 불향가득한 오징어연탄불고기를 맛보실수 있으며,
불향가득한 맛과, 달달한 육수가 있는 두종류의 불고기를 최상의 조합으로 맛보실수 있습니다.",128,397,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_172%2F1441099243008wjpQM_JPEG%2FSUBMIT_1435665970379_36802647.jpg,525
